xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0.48281,0.51652,0.80626,0.57280,0.00059,0.00232,0.00522,0.01569,0.00368,0.00236,0.96543,0.00042,0.00094,0.00336,6,3
0.39447,0.26489,0.07885,0.40578,0.03839,0.05074,0.00370,0.00251,0.00455,0.00576,0.00284,0.00041,0.87156,0.01954,8,8
0.14932,0.66948,0.89150,0.11254,0.00602,0.00075,0.95998,0.00442,0.00412,0.00334,0.01659,0.00245,0.00202,0.00031,2,8
0.24347,0.59016,0.60879,0.37520,0.07066,0.01820,0.37270,0.11401,0.03819,0.02361,0.15214,0.01025,0.14576,0.05448,2,0
0.25057,0.50797,0.64333,0.43743,0.01551,0.00051,0.03781,0.21187,0.61996,0.02267,0.05663,0.01357,0.01626,0.00520,4,6
0.42092,0.63523,0.82981,0.79421,0.00304,0.00055,0.00736,0.78091,0.00972,0.01332,0.16914,0.00216,0.00277,0.01104,3,6
0.51963,0.58185,0.54267,0.80846,0.01813,0.01652,0.01073,0.68599,0.00728,0.11677,0.03737,0.02121,0.02212,0.06389,3,1
0.18395,0.49922,0.55567,0.32018,0.00479,0.00170,0.01683,0.01930,0.69760,0.00982,0.22880,0.00697,0.01023,0.00398,4,6
0.28348,0.54192,0.83721,0.51052,0.02210,0.00052,0.20695,0.62860,0.04596,0.03674,0.03166,0.01347,0.00951,0.00450,3,3
0.67580,0.52749,0.70877,0.50479,0.00120,0.00674,0.00693,0.00855,0.00409,0.00158,0.95680,0.00088,0.00170,0.01152,6,1
0.55099,0.60666,0.63752,0.70889,0.00937,0.00128,0.01465,0.74532,0.03671,0.14848,0.01517,0.01000,0.01456,0.00446,3,0
0.51241,0.09410,0.16253,0.73043,0.00194,0.00360,0.00008,0.00285,0.00016,0.00005,0.00121,0.00279,0.00231,0.98500,9,9
0.57854,0.51308,0.59584,0.71224,0.00162,0.00159,0.00908,0.38942,0.02848,0.53865,0.00990,0.00786,0.01192,0.00148,5,5
0.50318,0.88545,0.35763,0.41898,0.00179,0.00163,0.00177,0.00128,0.00373,0.00352,0.00013,0.98310,0.00002,0.00303,7,7
0.25298,0.25366,0.12942,0.31927,0.00834,0.00332,0.00358,0.00354,0.04526,0.00608,0.00213,0.00023,0.92226,0.00526,8,9
0.33306,0.49418,0.58330,0.40562,0.03042,0.01130,0.04052,0.05022,0.20625,0.01334,0.59585,0.00816,0.02719,0.01676,6,8
0.59904,0.65144,0.74705,0.84589,0.00248,0.00018,0.00421,0.94790,0.00356,0.02703,0.00508,0.00284,0.00262,0.00410,3,5
0.52339,0.62911,0.72111,0.73297,0.00553,0.00011,0.00579,0.90551,0.04056,0.01490,0.01312,0.00459,0.00432,0.00557,3,7
0.35421,0.42901,0.49363,0.41734,0.02228,0.02380,0.04415,0.05179,0.10588,0.02147,0.48831,0.00270,0.20140,0.03823,6,8
0.79464,0.66935,0.78289,0.47987,0.00029,0.00229,0.00318,0.00279,0.00222,0.00077,0.98617,0.00018,0.00047,0.00163,6,6
0.53434,0.36514,0.52949,0.77797,0.02320,0.00337,0.00685,0.62551,0.01018,0.01516,0.01165,0.08025,0.00567,0.21817,3,7
0.33092,0.93896,0.93953,0.02004,0.00245,0.00014,0.99059,0.00115,0.00101,0.00112,0.00185,0.00102,0.00061,0.00005,2,0
0.07896,0.64707,0.75018,0.11166,0.01216,0.00108,0.88071,0.01158,0.04519,0.01348,0.01691,0.00636,0.01188,0.00065,2,4
0.56021,0.25801,0.21954,0.73322,0.00234,0.00413,0.00012,0.00469,0.00025,0.00008,0.00243,0.00329,0.00262,0.98005,9,9
0.07515,0.35904,0.36765,0.19688,0.00108,0.00007,0.00176,0.00182,0.98446,0.00224,0.00212,0.00322,0.00299,0.00024,4,5
0.21326,0.73938,0.90268,0.12694,0.00383,0.00038,0.97504,0.00471,0.00239,0.00562,0.00384,0.00254,0.00152,0.00013,2,2
0.24669,0.49104,0.59861,0.51513,0.00816,0.00074,0.01539,0.23472,0.58356,0.02979,0.09292,0.01193,0.01518,0.00759,4,4
0.44449,0.46730,0.74667,0.45135,0.01346,0.01050,0.04865,0.03190,0.01532,0.00524,0.85504,0.00304,0.00585,0.01100,6,0
0.62498,0.33780,0.04382,0.57522,0.01490,0.49941,0.00112,0.00227,0.00091,0.00478,0.01116,0.00703,0.06727,0.39113,1,9
0.38113,0.48992,0.86862,0.31919,0.00284,0.00425,0.13387,0.01087,0.00861,0.00416,0.82926,0.00153,0.00227,0.00235,6,6
0.42142,0.60678,0.85695,0.72857,0.00455,0.00107,0.01589,0.57722,0.01083,0.01272,0.35909,0.00243,0.00342,0.01277,3,6
0.52101,0.47930,0.64242,0.50614,0.00139,0.03620,0.06625,0.04291,0.01283,0.67661,0.14205,0.00995,0.01031,0.00150,5,5
0.30446,0.61456,0.86134,0.36396,0.02256,0.00197,0.60638,0.15389,0.03830,0.02600,0.12532,0.01064,0.01081,0.00414,2,4
0.35402,0.58763,0.80612,0.50024,0.00820,0.00558,0.11420,0.14743,0.02230,0.02337,0.65214,0.00423,0.01134,0.01120,6,5
0.46642,0.13223,0.15252,0.72676,0.00205,0.00322,0.00008,0.00325,0.00019,0.00006,0.00116,0.00214,0.00356,0.98430,9,9
0.17820,0.77432,0.91549,0.06629,0.00373,0.00027,0.98360,0.00219,0.00179,0.00195,0.00364,0.00166,0.00105,0.00011,2,2
0.18050,0.42229,0.45187,0.31515,0.00228,0.00012,0.00376,0.01198,0.95729,0.00628,0.00662,0.00528,0.00567,0.00072,4,4
0.56139,0.27608,0.23941,0.68900,0.00576,0.01026,0.00035,0.00772,0.00066,0.00023,0.00631,0.00592,0.00552,0.95726,9,1
0.57830,0.24803,0.17958,0.69802,0.00363,0.00766,0.00019,0.00451,0.00035,0.00015,0.00241,0.00457,0.00472,0.97182,9,9
0.55508,0.49764,0.68639,0.69302,0.00192,0.00304,0.02566,0.37852,0.01029,0.54289,0.01842,0.00770,0.00984,0.00172,5,5
0.39985,0.69675,0.81714,0.67478,0.01088,0.00025,0.03530,0.89074,0.01213,0.02120,0.01383,0.00577,0.00488,0.00500,3,4
0.40984,0.54888,0.83577,0.60892,0.00338,0.00266,0.02585,0.14745,0.01048,0.00918,0.78412,0.00203,0.00357,0.01128,6,6
0.57632,0.62054,0.80795,0.82624,0.00195,0.00012,0.00702,0.94441,0.00255,0.03367,0.00397,0.00247,0.00188,0.00196,3,5
0.78394,0.66280,0.77939,0.48087,0.00030,0.00243,0.00322,0.00282,0.00223,0.00080,0.98585,0.00019,0.00049,0.00168,6,6
0.69057,0.22977,0.43568,0.38391,0.97296,0.00229,0.00820,0.00362,0.00177,0.00018,0.00055,0.00260,0.00510,0.00274,0,0
0.54779,0.24710,0.21121,0.71154,0.00303,0.00470,0.00016,0.00539,0.00037,0.00011,0.00267,0.00382,0.00365,0.97610,9,9
0.35875,0.66996,0.84608,0.53886,0.01537,0.00106,0.20685,0.61155,0.02677,0.05267,0.05891,0.00977,0.01152,0.00553,3,3
0.30235,0.23238,0.09537,0.38297,0.00491,0.00466,0.00153,0.00154,0.00392,0.00276,0.00089,0.00005,0.97449,0.00525,8,9
0.08528,0.45816,0.35738,0.21586,0.00152,0.00011,0.00220,0.00235,0.97683,0.00308,0.00213,0.00916,0.00222,0.00041,4,7
0.84339,0.73598,0.78789,0.48110,0.00024,0.00206,0.00278,0.00244,0.00194,0.00067,0.98788,0.00015,0.00040,0.00143,6,6
0.51757,0.39076,0.54600,0.61474,0.00349,0.01790,0.00362,0.02242,0.00452,0.00127,0.71170,0.00310,0.00539,0.22660,6,9
0.35761,0.48078,0.72385,0.43904,0.00094,0.00284,0.00740,0.00749,0.01567,0.00215,0.95785,0.00067,0.00176,0.00323,6,8
0.53560,0.62048,0.65615,0.72192,0.00712,0.00033,0.00841,0.87424,0.03892,0.03206,0.01257,0.00778,0.00902,0.00956,3,0
0.55831,0.59314,0.70643,0.75338,0.00431,0.00058,0.01248,0.85057,0.01230,0.09215,0.00936,0.00816,0.00582,0.00427,3,3
0.38609,0.30933,0.23382,0.34432,0.32568,0.01216,0.01750,0.00825,0.01210,0.00292,0.00211,0.00086,0.60605,0.01237,8,8
0.29310,0.76607,0.70793,0.09958,0.01220,0.00138,0.93300,0.00544,0.00706,0.00754,0.00597,0.00156,0.02529,0.00057,2,8
0.26872,0.40412,0.42121,0.48262,0.00140,0.00554,0.01314,0.03435,0.09424,0.77641,0.00404,0.06346,0.00657,0.00086,5,7
0.56068,0.70885,0.77277,0.88558,0.00274,0.00007,0.00208,0.97231,0.00245,0.00717,0.00323,0.00326,0.00088,0.00580,3,7
0.54096,0.69288,0.69154,0.75568,0.00708,0.00077,0.01122,0.84336,0.01614,0.05324,0.00972,0.04338,0.00215,0.01297,3,4
0.43255,0.64437,0.86378,0.79557,0.00314,0.00037,0.00901,0.86450,0.00608,0.01276,0.09222,0.00191,0.00230,0.00772,3,6
0.11264,0.51683,0.45272,0.20752,0.00908,0.00099,0.03354,0.01002,0.77830,0.01633,0.00577,0.14051,0.00315,0.00232,4,7
0.23236,0.69209,0.96077,0.24765,0.00697,0.00028,0.94332,0.02585,0.00350,0.00690,0.00752,0.00347,0.00185,0.00035,2,3
0.63127,0.71006,0.80606,0.90653,0.00163,0.00005,0.00174,0.97817,0.00169,0.00876,0.00311,0.00124,0.00096,0.00264,3,6
