xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0.35886,0.73700,0.93264,0.05292,0.00139,0.00006,0.00170,0.97408,0.00196,0.01401,0.00267,0.00165,0.00090,0.00157,3,3
0.64452,0.18470,0.03190,0.12746,0.00263,0.00193,0.00069,0.00059,0.00185,0.00152,0.00026,0.00001,0.98845,0.00207,8,8
0.49976,0.34967,0.09904,0.19268,0.01790,0.01003,0.02653,0.00370,0.01041,0.00810,0.00253,0.00016,0.91841,0.00222,8,8
0.54618,0.25432,0.03832,0.14021,0.00309,0.00227,0.00102,0.00073,0.00247,0.00193,0.00035,0.00001,0.98597,0.00216,8,0
0.86104,0.29528,0.61922,0.98474,0.00020,0.00157,0.00304,0.00260,0.00163,0.00069,0.98791,0.00015,0.00043,0.00178,6,6
0.97617,0.51253,0.71777,0.84829,0.00049,0.00135,0.00463,0.01808,0.00334,0.00199,0.96517,0.00036,0.00085,0.00374,6,6
0.82788,0.62280,0.53271,0.19163,0.00596,0.07686,0.02190,0.23639,0.00647,0.51342,0.02977,0.03311,0.03324,0.04288,5,1
0.94491,0.38842,0.62484,0.94158,0.00034,0.00175,0.00377,0.00442,0.00240,0.00093,0.98291,0.00022,0.00063,0.00263,6,6
0.22423,0.77211,0.97413,0.05384,0.00153,0.00003,0.00104,0.98531,0.00136,0.00576,0.00208,0.00095,0.00062,0.00131,3,3
0.96155,0.50752,0.71965,0.84039,0.00053,0.00169,0.00669,0.01802,0.00288,0.00228,0.96380,0.00039,0.00084,0.00287,6,1
0.56087,0.61580,0.34978,0.19531,0.00219,0.00179,0.03286,0.13365,0.34802,0.39751,0.01645,0.01815,0.04130,0.00809,5,0
0.56649,0.96744,0.24213,0.44878,0.00285,0.00310,0.00000,0.00122,0.00072,0.00016,0.00151,0.00180,0.00155,0.98709,9,9
0.63493,0.48986,0.39919,0.12140,0.00014,0.00171,0.01220,0.04472,0.03040,0.88917,0.00341,0.00879,0.00815,0.00131,5,5
