ogi,vis,xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0,1,0.83330,0.25705,0.09194,0.07594,0.00113,0.00090,0.00149,0.98549,0.00141,0.00447,0.00156,0.00129,0.00125,0.00100,3,3
1,1,0.05513,0.62148,0.94175,0.17988,0.00177,0.00105,0.00091,0.00100,0.00080,0.00081,0.00083,0.00080,0.99083,0.00119,8,8
2,1,0.20204,0.44666,0.93199,0.22006,0.01206,0.01005,0.00330,0.00300,0.00241,0.00321,0.00248,0.00240,0.95718,0.00391,8,8
3,1,0.22277,0.68626,0.72351,0.49575,0.97037,0.00269,0.00417,0.00280,0.00225,0.00215,0.00213,0.00218,0.00805,0.00320,0,0
4,1,0.46802,0.79587,0.44156,0.86485,0.00200,0.00195,0.00409,0.00346,0.00272,0.00237,0.97757,0.00183,0.00194,0.00208,6,6
5,1,0.45134,0.57224,0.30483,0.72748,0.00197,0.00179,0.00354,0.02813,0.00272,0.00343,0.95268,0.00193,0.00188,0.00193,6,6
6,1,0.24914,0.29553,0.81425,0.35531,0.00176,0.98312,0.00151,0.00204,0.00141,0.00172,0.00158,0.00146,0.00201,0.00338,1,1
7,1,0.47106,0.98258,0.43874,0.88282,0.00138,0.00122,0.00230,0.00231,0.00168,0.00151,0.98585,0.00118,0.00126,0.00130,6,6
8,1,0.81137,0.20905,0.10522,0.09841,0.00170,0.00119,0.00185,0.98241,0.00185,0.00495,0.00182,0.00164,0.00130,0.00128,3,3
9,1,0.18137,0.33470,0.83352,0.37337,0.00181,0.98298,0.00156,0.00163,0.00147,0.00161,0.00165,0.00151,0.00212,0.00366,1,1
10,2,0.28307,0.81052,0.67944,0.52376,0.98708,0.00117,0.00197,0.00144,0.00125,0.00134,0.00112,0.00117,0.00203,0.00143,0,0
11,1,0.94074,0.39805,0.80349,0.36884,0.00219,0.00314,0.00163,0.00176,0.00151,0.00163,0.00159,0.00170,0.00223,0.98263,9,9
12,1,0.66710,0.26249,0.09355,0.10251,0.00218,0.00177,0.00281,0.96655,0.00356,0.01403,0.00275,0.00256,0.00187,0.00192,3,5
13,1,0.55419,0.04846,0.45941,0.41655,0.00161,0.00139,0.00185,0.00215,0.00265,0.00297,0.00145,0.98291,0.00144,0.00158,7,7
14,1,0.84044,0.54175,0.82016,0.35657,0.00196,0.00278,0.00140,0.00162,0.00133,0.00137,0.00139,0.00148,0.00245,0.98422,9,9
15,1,0.18362,0.58595,0.87463,0.32471,0.00423,0.00220,0.00225,0.00247,0.00190,0.00182,0.01044,0.00170,0.97046,0.00253,8,8
16,1,0.73288,0.73701,0.15890,0.12653,0.00106,0.00107,0.00169,0.00564,0.00163,0.98207,0.00124,0.00348,0.00103,0.00109,5,5
17,1,0.59508,0.01100,0.46163,0.41568,0.00142,0.00127,0.00163,0.00184,0.00239,0.00263,0.00123,0.98489,0.00124,0.00145,7,7
18,2,0.12805,0.44798,0.93245,0.19100,0.00224,0.00146,0.00116,0.00125,0.00104,0.00104,0.00108,0.00103,0.98816,0.00154,8,8
19,1,0.49316,0.97309,0.43743,0.88384,0.00130,0.00119,0.00218,0.00224,0.00167,0.00147,0.98635,0.00114,0.00123,0.00125,6,6
20,4,0.60517,0.17703,0.53725,0.37022,0.00632,0.01090,0.00603,0.01091,0.00789,0.00903,0.00485,0.91787,0.00565,0.02056,7,7
21,1,0.18822,0.76197,0.67759,0.54812,0.98811,0.00101,0.00242,0.00143,0.00105,0.00097,0.00098,0.00101,0.00176,0.00125,0,0
22,1,0.59180,0.70796,0.34150,0.61574,0.00136,0.00108,0.00196,0.00347,0.98426,0.00200,0.00157,0.00194,0.00122,0.00113,4,4
23,1,0.92833,0.38172,0.80104,0.37176,0.00241,0.00342,0.00177,0.00193,0.00168,0.00172,0.00176,0.00186,0.00243,0.98103,9,9
24,2,0.74613,0.57108,0.12348,0.10869,0.00169,0.00164,0.00282,0.02311,0.00335,0.95905,0.00204,0.00290,0.00172,0.00169,5,5
25,1,0.42757,0.27750,0.33460,0.84913,0.00157,0.00081,0.98626,0.00317,0.00170,0.00213,0.00156,0.00106,0.00088,0.00087,2,2
26,1,0.58933,0.67804,0.29130,0.56159,0.00151,0.00122,0.00224,0.00823,0.97683,0.00308,0.00183,0.00229,0.00132,0.00144,4,4
27,3,0.20524,0.88657,0.69563,0.53640,0.99097,0.00083,0.00144,0.00103,0.00086,0.00077,0.00079,0.00083,0.00146,0.00104,0,0
28,2,0.85337,0.45904,0.82796,0.36808,0.00187,0.00396,0.00146,0.00147,0.00126,0.00131,0.00134,0.00143,0.00191,0.98402,9,9
29,2,0.51337,0.86602,0.43171,0.89497,0.00128,0.00121,0.00283,0.00230,0.00168,0.00156,0.98547,0.00116,0.00124,0.00127,6,6
30,3,0.45873,0.54079,0.25093,0.61166,0.00428,0.00380,0.00746,0.15313,0.00624,0.00883,0.80381,0.00433,0.00400,0.00412,6,6
31,1,0.85327,0.68140,0.18986,0.14968,0.00131,0.00128,0.00197,0.00480,0.00182,0.98257,0.00146,0.00224,0.00124,0.00131,5,5
32,1,0.24339,0.52020,0.67703,0.36802,0.01509,0.00963,0.01796,0.02199,0.19778,0.01138,0.01007,0.01067,0.69265,0.01279,8,4
33,1,0.73634,0.78923,0.16383,0.18601,0.00102,0.00097,0.00336,0.00410,0.00149,0.98415,0.00119,0.00173,0.00101,0.00098,5,5
34,1,0.92710,0.37860,0.80363,0.36868,0.00239,0.00335,0.00174,0.00191,0.00164,0.00170,0.00173,0.00185,0.00252,0.98117,9,9
35,1,0.72832,0.34883,0.22586,0.11210,0.00296,0.00203,0.00681,0.95776,0.00300,0.00739,0.00300,0.00267,0.01207,0.00230,3,2
36,2,0.64063,0.69423,0.35343,0.58663,0.00210,0.00166,0.00292,0.00338,0.97260,0.00611,0.00228,0.00506,0.00213,0.00175,4,4
37,2,0.22382,0.34230,0.83992,0.36948,0.00185,0.98222,0.00156,0.00165,0.00146,0.00162,0.00163,0.00152,0.00216,0.00434,1,1
38,3,0.96345,0.43051,0.80678,0.36793,0.00208,0.00297,0.00152,0.00167,0.00143,0.00150,0.00151,0.00161,0.00212,0.98359,9,9
39,1,0.85539,0.77174,0.17469,0.13309,0.00094,0.00094,0.00145,0.00373,0.00136,0.98698,0.00108,0.00164,0.00095,0.00094,5,5
40,1,0.54829,0.71578,0.38344,0.69751,0.00542,0.00165,0.00802,0.00347,0.96961,0.00289,0.00233,0.00289,0.00194,0.00178,4,4
41,4,0.53308,0.99386,0.43466,0.89876,0.00100,0.00091,0.00173,0.00178,0.00127,0.00115,0.98935,0.00087,0.00097,0.00096,6,6
42,2,0.83954,0.75019,0.17569,0.13833,0.00101,0.00104,0.00160,0.00408,0.00148,0.98576,0.00117,0.00185,0.00099,0.00102,5,5
43,4,0.41359,0.91704,0.43750,0.86973,0.00146,0.00142,0.00260,0.00265,0.00194,0.00182,0.98379,0.00137,0.00147,0.00149,6,6
44,2,0.17343,0.91059,0.70636,0.54193,0.99307,0.00066,0.00111,0.00076,0.00065,0.00058,0.00061,0.00062,0.00115,0.00079,0,0
45,4,0.97329,0.46926,0.80921,0.36760,0.00199,0.00287,0.00145,0.00160,0.00136,0.00141,0.00144,0.00153,0.00202,0.98433,9,9
46,1,0.62406,0.39139,0.08315,0.19064,0.00313,0.00245,0.01139,0.93395,0.00413,0.03035,0.00573,0.00360,0.00259,0.00268,3,3
47,1,0.29070,0.38851,0.87304,0.34636,0.00651,0.95728,0.00259,0.00338,0.00223,0.00247,0.00245,0.00237,0.00493,0.01579,1,9
48,1,0.53394,0.05059,0.46226,0.41873,0.00166,0.00145,0.00190,0.00209,0.00275,0.00306,0.00145,0.98255,0.00146,0.00164,7,7
49,2,0.46860,0.92647,0.43486,0.87663,0.00129,0.00125,0.00228,0.00236,0.00174,0.00164,0.98563,0.00120,0.00130,0.00131,6,6
50,2,0.84727,0.49879,0.75389,0.50262,0.00552,0.00557,0.00376,0.00398,0.00320,0.00320,0.02017,0.00322,0.00426,0.94712,9,9
51,1,0.21554,0.49910,0.87379,0.21873,0.00283,0.00151,0.00163,0.00319,0.00254,0.00136,0.00241,0.00121,0.98021,0.00312,8,8
52,1,0.69132,0.41362,0.03368,0.06051,0.00322,0.00276,0.00624,0.73553,0.00551,0.23232,0.00409,0.00453,0.00283,0.00296,3,0
53,1,0.66817,0.31786,0.05226,0.08136,0.00169,0.00137,0.00338,0.96267,0.00224,0.02139,0.00214,0.00210,0.00145,0.00156,3,3
54,3,0.11379,0.47895,0.92454,0.18960,0.00244,0.00143,0.00122,0.00130,0.00109,0.00118,0.00112,0.00108,0.98755,0.00159,8,8
55,3,0.08145,0.71018,0.94068,0.18239,0.00165,0.00097,0.00096,0.00098,0.00075,0.00075,0.00078,0.00074,0.99129,0.00112,8,8
56,4,0.71580,0.11302,0.44627,0.40821,0.00105,0.00090,0.00126,0.00149,0.00181,0.00224,0.00091,0.98838,0.00091,0.00103,7,7
57,1,0.68409,0.11616,0.44455,0.40380,0.00115,0.00099,0.00135,0.00170,0.00196,0.00251,0.00100,0.98719,0.00101,0.00113,7,7
58,2,0.59581,0.11362,0.45941,0.41306,0.00146,0.00123,0.00165,0.00193,0.00249,0.00268,0.00124,0.98458,0.00132,0.00141,7,4
59,1,0.66555,0.34713,0.07050,0.08042,0.00266,0.00225,0.00363,0.93067,0.00436,0.04485,0.00356,0.00331,0.00231,0.00241,3,6
60,2,0.52872,0.05531,0.45921,0.41989,0.00169,0.00147,0.00195,0.00215,0.00281,0.00328,0.00156,0.98194,0.00148,0.00167,7,7
61,1,0.79171,0.67722,0.17046,0.14016,0.00122,0.00125,0.00193,0.00617,0.00179,0.98145,0.00156,0.00218,0.00120,0.00125,5,3
62,2,0.51420,0.94446,0.43232,0.87967,0.00121,0.00116,0.00215,0.00225,0.00161,0.00155,0.98653,0.00112,0.00120,0.00123,6,6
63,2,0.76548,0.34375,0.32008,0.09642,0.00543,0.00749,0.00729,0.90906,0.00536,0.01727,0.00540,0.00510,0.01341,0.02420,3,3
64,2,0.48216,0.87356,0.43557,0.87482,0.00140,0.00136,0.00259,0.00258,0.00186,0.00172,0.98436,0.00131,0.00140,0.00142,6,6
65,1,0.34508,0.22100,0.39600,0.90753,0.00156,0.00081,0.98894,0.00160,0.00145,0.00124,0.00163,0.00101,0.00088,0.00087,2,2
66,1,0.25735,0.24859,0.83761,0.35645,0.00267,0.97824,0.00188,0.00228,0.00173,0.00190,0.00192,0.00178,0.00347,0.00413,1,1
67,2,0.31659,0.11449,0.40202,0.90250,0.00152,0.00081,0.98955,0.00147,0.00139,0.00120,0.00137,0.00099,0.00087,0.00084,2,2
68,3,0.72323,0.56683,0.19899,0.08147,0.00267,0.00262,0.00388,0.03522,0.00353,0.93613,0.00298,0.00405,0.00456,0.00435,5,3
69,2,0.68400,0.08337,0.45670,0.41546,0.00124,0.00103,0.00139,0.00160,0.00208,0.00227,0.00104,0.98711,0.00104,0.00119,7,7
70,1,0.45113,0.31801,0.34469,0.74474,0.00364,0.00188,0.96215,0.01425,0.00359,0.00375,0.00321,0.00242,0.00308,0.00204,2,2
71,2,0.42536,0.78462,0.42453,0.83528,0.00196,0.00189,0.00338,0.00462,0.00257,0.00243,0.97738,0.00185,0.00195,0.00198,6,6
72,2,0.11923,0.48389,0.92752,0.18982,0.00240,0.00133,0.00118,0.00127,0.00103,0.00108,0.00107,0.00102,0.98810,0.00152,8,8
73,3,0.05918,0.62357,0.94215,0.18082,0.00174,0.00104,0.00092,0.00100,0.00080,0.00079,0.00083,0.00079,0.99093,0.00118,8,8
74,1,0.29468,0.72154,0.69944,0.52916,0.98504,0.00138,0.00221,0.00157,0.00137,0.00124,0.00130,0.00138,0.00232,0.00220,0,0
76,3,0.91232,0.51565,0.80935,0.37531,0.00237,0.00304,0.00165,0.00167,0.00146,0.00149,0.00151,0.00163,0.00213,0.98304,9,9
