ogi,vis,xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0,1,0.65320,0.42736,0.07861,0.29499,0.00546,0.00454,0.01405,0.71083,0.00951,0.16484,0.07421,0.00666,0.00487,0.00502,3,3
1,1,0.10237,0.63866,0.94150,0.17307,0.00176,0.00099,0.00085,0.00102,0.00076,0.00076,0.00078,0.00075,0.99121,0.00113,8,8
2,1,0.28077,0.44748,0.69612,0.54944,0.06045,0.10173,0.43215,0.02551,0.02004,0.02947,0.03386,0.01642,0.25670,0.02365,2,8
3,1,0.26619,0.48722,0.77537,0.31432,0.06748,0.05536,0.07567,0.06310,0.01629,0.01768,0.01403,0.01366,0.56372,0.11301,8,0
4,1,0.41796,0.73798,0.44226,0.84743,0.00331,0.00350,0.00785,0.00586,0.00515,0.00374,0.96126,0.00293,0.00309,0.00331,6,6
5,1,0.45518,0.54646,0.24681,0.62772,0.00292,0.00251,0.00543,0.12071,0.00414,0.00598,0.84832,0.00397,0.00323,0.00280,6,6
6,1,0.67479,0.28231,0.23247,0.11016,0.00262,0.01827,0.00374,0.95348,0.00294,0.00807,0.00302,0.00272,0.00232,0.00284,3,1
7,1,0.47638,0.98854,0.43813,0.87788,0.00149,0.00125,0.00231,0.00251,0.00177,0.00155,0.98524,0.00120,0.00129,0.00140,6,6
8,1,0.57307,0.42582,0.10012,0.25245,0.00340,0.00212,0.00557,0.94211,0.02428,0.00899,0.00546,0.00338,0.00234,0.00235,3,3
9,1,0.34287,0.38490,0.87365,0.39116,0.00600,0.74094,0.00582,0.00537,0.00445,0.00523,0.00817,0.00481,0.00688,0.21234,1,1
10,2,0.52477,0.71630,0.33944,0.50668,0.10114,0.00547,0.01248,0.01964,0.72988,0.09854,0.00964,0.00923,0.00771,0.00628,4,0
11,1,0.93906,0.39767,0.80459,0.36900,0.00221,0.00318,0.00166,0.00176,0.00152,0.00164,0.00161,0.00172,0.00229,0.98241,9,9
12,1,0.88194,0.26573,0.06722,0.08608,0.00093,0.00075,0.00127,0.98822,0.00143,0.00340,0.00128,0.00109,0.00080,0.00083,3,5
13,1,0.54914,0.05122,0.46049,0.41740,0.00167,0.00145,0.00192,0.00221,0.00275,0.00307,0.00152,0.98228,0.00150,0.00164,7,7
14,1,0.76273,0.49928,0.81433,0.33476,0.01845,0.02032,0.01384,0.01407,0.01462,0.01327,0.01471,0.01960,0.12875,0.74237,9,9
15,1,0.44550,0.52046,0.35006,0.35811,0.01737,0.00958,0.01581,0.65377,0.02294,0.02180,0.16874,0.01103,0.06800,0.01096,3,8
16,1,0.63523,0.26881,0.07714,0.07940,0.00148,0.00119,0.00199,0.97539,0.00201,0.00837,0.00186,0.00508,0.00127,0.00137,3,5
17,1,0.65841,0.13163,0.45140,0.41183,0.00134,0.00118,0.00155,0.00196,0.00243,0.00251,0.00116,0.98538,0.00116,0.00134,7,7
18,2,0.22393,0.54257,0.85583,0.31621,0.01904,0.00387,0.00413,0.00494,0.00346,0.00325,0.01007,0.00332,0.94349,0.00442,8,8
19,1,0.49428,0.97107,0.43662,0.88441,0.00126,0.00118,0.00217,0.00222,0.00167,0.00146,0.98646,0.00113,0.00122,0.00123,6,6
20,4,0.76866,0.40447,0.61165,0.31914,0.02044,0.08744,0.01922,0.07697,0.03062,0.02564,0.01674,0.20021,0.01931,0.50341,9,7
21,1,0.37030,0.50620,0.46832,0.66949,0.48498,0.00490,0.43021,0.03581,0.00752,0.00809,0.00749,0.00582,0.00923,0.00597,0,0
22,1,0.49920,0.45024,0.20119,0.65567,0.01247,0.00845,0.11600,0.41079,0.13461,0.02299,0.26288,0.01188,0.01010,0.00983,3,4
23,1,0.92329,0.45519,0.80673,0.37397,0.00211,0.00305,0.00157,0.00167,0.00153,0.00149,0.00155,0.00162,0.00213,0.98327,9,9
24,2,0.57323,0.46538,0.15770,0.31636,0.00729,0.00569,0.01357,0.69284,0.22482,0.02310,0.00889,0.01083,0.00674,0.00622,3,5
25,1,0.51424,0.34995,0.11002,0.51912,0.00632,0.00348,0.35176,0.57069,0.02033,0.02144,0.01256,0.00524,0.00399,0.00419,3,2
26,1,0.56072,0.52347,0.23233,0.54949,0.00401,0.00322,0.00620,0.06475,0.88343,0.00894,0.01669,0.00569,0.00354,0.00353,4,4
27,3,0.54591,0.40675,0.23097,0.28760,0.02274,0.00437,0.00847,0.89770,0.01510,0.01294,0.01721,0.00564,0.00505,0.01077,3,0
28,2,0.78576,0.39033,0.47820,0.39891,0.01896,0.02034,0.12930,0.21426,0.01691,0.02297,0.01599,0.04479,0.01439,0.50210,9,9
29,2,0.45536,0.65896,0.41792,0.90417,0.00393,0.00296,0.01513,0.00586,0.00890,0.00395,0.94995,0.00309,0.00310,0.00312,6,6
30,3,0.43918,0.73020,0.38809,0.81637,0.00195,0.00195,0.00341,0.00747,0.00374,0.00267,0.97307,0.00187,0.00191,0.00195,6,6
31,1,0.75876,0.67378,0.17215,0.16720,0.00117,0.00117,0.00260,0.00491,0.00176,0.98270,0.00138,0.00201,0.00112,0.00117,5,5
32,1,0.53572,0.42878,0.12860,0.39067,0.00649,0.00384,0.05051,0.81650,0.08594,0.01402,0.00712,0.00625,0.00502,0.00431,3,4
33,1,0.46505,0.67447,0.30944,0.71997,0.00351,0.00317,0.01178,0.01809,0.00482,0.02442,0.92346,0.00360,0.00379,0.00336,6,5
34,1,0.82581,0.53405,0.82486,0.35593,0.00235,0.00322,0.00166,0.00182,0.00156,0.00161,0.00166,0.00175,0.00338,0.98099,9,9
35,1,0.73418,0.33710,0.19073,0.15204,0.00284,0.00199,0.00849,0.96115,0.00325,0.00722,0.00310,0.00269,0.00704,0.00223,3,2
36,2,0.56976,0.18315,0.41846,0.46323,0.00315,0.00266,0.00394,0.00437,0.02853,0.00734,0.00289,0.94140,0.00272,0.00300,7,4
37,2,0.25188,0.37040,0.83751,0.34342,0.00261,0.97183,0.00216,0.00285,0.00202,0.00240,0.00225,0.00210,0.00407,0.00771,1,1
38,3,0.90948,0.54613,0.81415,0.37325,0.00184,0.00271,0.00135,0.00146,0.00125,0.00130,0.00146,0.00141,0.00191,0.98531,9,9
39,1,0.76971,0.65760,0.23633,0.11903,0.00139,0.00135,0.00202,0.00510,0.00197,0.98000,0.00156,0.00222,0.00302,0.00137,5,5
40,1,0.46046,0.38129,0.31961,0.75699,0.02031,0.00552,0.77424,0.03812,0.12373,0.01052,0.00835,0.00757,0.00600,0.00565,2,4
41,4,0.54397,0.97949,0.42803,0.88465,0.00108,0.00104,0.00195,0.00222,0.00145,0.00131,0.98777,0.00100,0.00108,0.00110,6,6
42,2,0.83122,0.75135,0.17203,0.13699,0.00098,0.00101,0.00158,0.00410,0.00144,0.98599,0.00115,0.00180,0.00095,0.00101,5,5
43,4,0.46576,0.93443,0.43567,0.87637,0.00132,0.00128,0.00234,0.00240,0.00175,0.00164,0.98540,0.00123,0.00131,0.00133,6,6
44,2,0.18741,0.82723,0.70663,0.53567,0.99027,0.00097,0.00156,0.00103,0.00089,0.00080,0.00084,0.00086,0.00171,0.00108,0,0
45,4,0.85579,0.57240,0.76221,0.30855,0.00196,0.00266,0.00140,0.00381,0.00132,0.00154,0.00139,0.00147,0.00225,0.98219,9,9
46,1,0.52012,0.53022,0.15087,0.50284,0.01103,0.00857,0.04485,0.49439,0.07392,0.09880,0.23687,0.01211,0.00931,0.01016,3,3
47,1,0.21878,0.27978,0.83514,0.35677,0.00161,0.98480,0.00135,0.00171,0.00124,0.00138,0.00139,0.00128,0.00196,0.00328,1,9
48,1,0.54463,0.17711,0.39882,0.40658,0.00283,0.00245,0.00354,0.00430,0.01236,0.01336,0.00259,0.95335,0.00247,0.00275,7,7
49,2,0.45879,0.92442,0.43445,0.87363,0.00134,0.00131,0.00238,0.00245,0.00182,0.00173,0.98500,0.00126,0.00134,0.00136,6,6
50,2,0.36589,0.78416,0.46319,0.84595,0.00207,0.00197,0.00334,0.00344,0.00254,0.00234,0.97729,0.00183,0.00200,0.00319,6,9
51,1,0.52358,0.60967,0.39056,0.56680,0.01433,0.01008,0.02567,0.11219,0.63186,0.01883,0.11155,0.01397,0.04089,0.02062,4,8
52,1,0.64290,0.43891,0.05840,0.19031,0.00543,0.00462,0.03049,0.58324,0.01119,0.34119,0.00777,0.00700,0.00445,0.00462,3,0
53,1,0.54579,0.34014,0.10221,0.34934,0.00516,0.00335,0.11069,0.82746,0.00852,0.02644,0.00594,0.00498,0.00371,0.00375,3,3
54,3,0.15554,0.51088,0.92367,0.19333,0.00305,0.00149,0.00129,0.00138,0.00115,0.00126,0.00118,0.00114,0.98637,0.00168,8,8
55,3,0.30355,0.50223,0.74369,0.45390,0.01014,0.00464,0.13858,0.00753,0.00539,0.00720,0.00631,0.00431,0.81040,0.00549,8,8
56,4,0.60748,0.27230,0.14377,0.15844,0.00382,0.00297,0.00599,0.85060,0.00575,0.01330,0.00427,0.10674,0.00315,0.00343,3,7
57,1,0.57886,0.25283,0.14898,0.14050,0.00634,0.00500,0.00922,0.22929,0.01022,0.25376,0.00637,0.46868,0.00520,0.00591,7,7
58,2,0.58661,0.14424,0.45143,0.41138,0.00171,0.00144,0.00195,0.00259,0.00346,0.00313,0.00147,0.98099,0.00159,0.00167,7,4
59,1,0.53165,0.42732,0.10802,0.39955,0.00764,0.00519,0.08747,0.75657,0.06443,0.04544,0.01358,0.00806,0.00581,0.00581,3,6
60,2,0.54508,0.24657,0.38738,0.49560,0.01130,0.01031,0.01601,0.01958,0.01868,0.07442,0.07828,0.74976,0.01035,0.01131,7,7
61,1,0.72508,0.66184,0.16420,0.16737,0.00118,0.00119,0.00222,0.00594,0.00175,0.98137,0.00196,0.00203,0.00115,0.00121,5,3
62,2,0.45599,0.68870,0.38805,0.78316,0.00239,0.00233,0.00418,0.00764,0.00319,0.00515,0.96793,0.00234,0.00235,0.00250,6,6
63,2,0.80790,0.37642,0.61819,0.25370,0.00747,0.00961,0.00978,0.04312,0.00582,0.01670,0.00591,0.00612,0.01267,0.88280,9,3
64,2,0.48601,0.55543,0.22777,0.63846,0.00553,0.00467,0.02297,0.12390,0.00770,0.02781,0.79183,0.00561,0.00490,0.00508,6,6
65,1,0.42626,0.47631,0.36564,0.89736,0.00851,0.00616,0.19823,0.02493,0.01184,0.00942,0.72090,0.00682,0.00655,0.00665,6,2
66,1,0.33249,0.33175,0.37699,0.11728,0.00937,0.04297,0.00780,0.87918,0.00671,0.01410,0.00688,0.00623,0.01942,0.00733,3,1
67,2,0.35255,0.13089,0.40506,0.89412,0.00169,0.00089,0.98835,0.00163,0.00155,0.00134,0.00152,0.00109,0.00100,0.00094,2,2
68,3,0.77260,0.70786,0.15478,0.11531,0.00095,0.00098,0.00156,0.00585,0.00141,0.98439,0.00113,0.00169,0.00094,0.00112,5,3
69,2,0.52428,0.43816,0.35055,0.39209,0.02717,0.08710,0.07957,0.48348,0.14647,0.04154,0.02503,0.06414,0.02037,0.02513,3,7
70,1,0.37790,0.21370,0.38540,0.86968,0.00193,0.00100,0.98568,0.00258,0.00203,0.00158,0.00172,0.00126,0.00116,0.00107,2,2
71,2,0.44591,0.75062,0.39313,0.80623,0.00200,0.00190,0.00349,0.00762,0.00266,0.00267,0.97380,0.00190,0.00196,0.00200,6,6
72,2,0.08163,0.59192,0.93420,0.18296,0.00185,0.00110,0.00103,0.00109,0.00085,0.00088,0.00088,0.00084,0.99025,0.00125,8,8
73,3,0.16650,0.55766,0.86112,0.24542,0.00395,0.00206,0.00357,0.00296,0.00273,0.00178,0.00181,0.00170,0.97710,0.00235,8,8
74,1,0.36628,0.63069,0.61712,0.66975,0.90677,0.00500,0.01284,0.00707,0.00577,0.00510,0.03892,0.00493,0.00769,0.00592,0,0
76,3,0.35052,0.60487,0.77068,0.48213,0.88447,0.00533,0.00630,0.00476,0.00402,0.00377,0.00386,0.00433,0.00699,0.07618,0,9
77,4,0.83127,0.25503,0.10006,0.07863,0.00128,0.00103,0.00164,0.98375,0.00167,0.00496,0.00164,0.00147,0.00142,0.00114,3,3
78,1,0.69499,0.56800,0.10990,0.10840,0.00271,0.00252,0.00532,0.05907,0.00406,0.90535,0.00320,0.01264,0.00248,0.00265,5,3
79,2,0.00096,0.50533,0.92073,0.19520,0.00208,0.00125,0.00110,0.00128,0.00142,0.00098,0.00101,0.00098,0.98845,0.00144,8,8
80,3,0.19250,0.61202,0.85117,0.16046,0.00227,0.00117,0.00120,0.00392,0.00100,0.00114,0.00177,0.00095,0.98521,0.00138,8,8
81,1,0.27470,0.27982,0.80032,0.32702,0.00159,0.98238,0.00141,0.00191,0.00131,0.00286,0.00144,0.00137,0.00185,0.00387,1,1
82,2,0.20591,0.40411,0.81174,0.39631,0.00246,0.97582,0.00219,0.00238,0.00203,0.00225,0.00321,0.00205,0.00294,0.00466,1,1
83,4,0.62269,0.47383,0.03626,0.11980,0.00418,0.00346,0.00650,0.38346,0.03104,0.55204,0.00588,0.00615,0.00359,0.00371,5,7
84,2,0.76146,0.25829,0.09969,0.12485,0.00149,0.00119,0.00260,0.98134,0.00190,0.00500,0.00210,0.00169,0.00136,0.00132,3,2
85,2,0.68704,0.26542,0.14634,0.14309,0.00338,0.00298,0.00435,0.95053,0.00495,0.01700,0.00542,0.00408,0.00304,0.00426,3,5
86,2,0.48473,0.46486,0.14126,0.45187,0.00506,0.00343,0.07052,0.85129,0.00617,0.01235,0.03668,0.00548,0.00381,0.00523,3,2
87,2,0.63584,0.69149,0.33448,0.61045,0.00237,0.00189,0.00576,0.00420,0.96373,0.00765,0.00259,0.00758,0.00223,0.00200,4,7
88,3,0.08173,0.59960,0.93721,0.18102,0.00184,0.00111,0.00098,0.00108,0.00085,0.00087,0.00088,0.00084,0.99025,0.00130,8,8
89,3,0.29731,0.43169,0.86826,0.40983,0.22469,0.56926,0.01220,0.01091,0.00898,0.00912,0.00889,0.00958,0.01588,0.13049,1,9
90,1,0.21112,0.67410,0.73840,0.49804,0.98398,0.00122,0.00202,0.00142,0.00130,0.00112,0.00112,0.00116,0.00516,0.00149,0,0
91,2,0.49647,0.49969,0.17150,0.38742,0.00566,0.00483,0.00892,0.81013,0.00895,0.01638,0.12861,0.00612,0.00513,0.00528,3,3
92,1,0.14133,0.54169,0.89988,0.18639,0.00290,0.00185,0.00152,0.00169,0.00145,0.00190,0.00139,0.00136,0.98398,0.00196,8,8
93,3,0.41618,0.84251,0.43323,0.86516,0.00152,0.00143,0.00259,0.00295,0.00200,0.00179,0.98336,0.00138,0.00148,0.00150,6,6
94,3,0.69164,0.75125,0.34758,0.63769,0.00097,0.00079,0.00144,0.00161,0.98879,0.00195,0.00113,0.00164,0.00085,0.00083,4,4
95,3,0.82022,0.28342,0.07633,0.13147,0.00112,0.00091,0.00162,0.98428,0.00196,0.00417,0.00251,0.00130,0.00098,0.00115,3,6
96,3,0.45812,0.79158,0.43573,0.85144,0.00211,0.00206,0.00409,0.00406,0.00286,0.00252,0.97612,0.00198,0.00208,0.00211,6,6
97,2,0.40692,0.20006,0.40130,0.89465,0.00231,0.00114,0.98377,0.00220,0.00259,0.00173,0.00234,0.00141,0.00129,0.00121,2,0
99,3,0.68422,0.13610,0.44453,0.40925,0.00120,0.00102,0.00151,0.00191,0.00202,0.00232,0.00104,0.98673,0.00103,0.00122,7,7
100,3,0.58252,0.76756,0.37892,0.65135,0.00163,0.00130,0.00268,0.00244,0.98221,0.00228,0.00205,0.00244,0.00161,0.00136,4,4
101,1,0.59726,0.45331,0.18045,0.19329,0.00936,0.00756,0.01240,0.72055,0.09297,0.10020,0.01059,0.02169,0.01491,0.00978,3,5
102,3,0.45297,0.56650,0.28319,0.69644,0.00234,0.00211,0.00438,0.04512,0.00324,0.00463,0.93137,0.00232,0.00222,0.00228,6,6
103,3,0.50434,0.48325,0.11778,0.34598,0.00284,0.00226,0.00752,0.92486,0.00383,0.00842,0.04225,0.00304,0.00247,0.00251,3,3
104,3,0.16567,0.34215,0.83200,0.37409,0.00188,0.98263,0.00160,0.00167,0.00151,0.00164,0.00168,0.00156,0.00218,0.00364,1,1
105,1,0.11776,0.29007,0.83322,0.37217,0.00178,0.98372,0.00151,0.00160,0.00140,0.00154,0.00157,0.00145,0.00204,0.00339,1,1
106,4,0.76889,0.64677,0.23355,0.20363,0.00368,0.00257,0.00552,0.00949,0.00393,0.96126,0.00326,0.00440,0.00327,0.00261,5,3
107,4,0.35437,0.87894,0.44107,0.86419,0.00163,0.00159,0.00282,0.00290,0.00217,0.00194,0.98214,0.00152,0.00163,0.00167,6,6
109,3,0.49871,0.08641,0.45341,0.41059,0.00183,0.00159,0.00215,0.00234,0.00302,0.00416,0.00161,0.97989,0.00161,0.00180,7,7
110,2,0.62601,0.65090,0.25737,0.54602,0.00699,0.00288,0.00596,0.01254,0.89395,0.05162,0.01079,0.00886,0.00326,0.00314,4,4
111,4,0.29384,0.65490,0.65211,0.59901,0.98231,0.00108,0.00686,0.00183,0.00124,0.00111,0.00112,0.00111,0.00201,0.00133,0,0
112,2,0.39201,0.39656,0.39095,0.94457,0.00380,0.00154,0.96838,0.00365,0.00273,0.00237,0.01229,0.00186,0.00171,0.00167,2,6
113,4,0.34395,0.22029,0.38938,0.90541,0.00152,0.00079,0.98903,0.00172,0.00141,0.00122,0.00163,0.00098,0.00086,0.00084,2,2
114,2,0.28577,0.36967,0.85317,0.36439,0.00278,0.96558,0.00230,0.00243,0.00215,0.00240,0.00240,0.00226,0.00321,0.01450,1,1
116,3,0.49392,0.34191,0.30309,0.52677,0.01569,0.00611,0.62972,0.26221,0.02088,0.01574,0.01074,0.00811,0.02377,0.00704,2,0
117,2,0.60551,0.29416,0.13897,0.18935,0.00605,0.00528,0.01182,0.84727,0.01946,0.04491,0.00689,0.04699,0.00506,0.00626,3,4
118,1,0.48704,0.50869,0.19498,0.44530,0.00690,0.00584,0.01328,0.69623,0.00921,0.01669,0.23066,0.00849,0.00630,0.00641,3,2
119,2,0.49369,0.25438,0.35162,0.50330,0.04305,0.04844,0.44401,0.15284,0.05132,0.09422,0.02150,0.10655,0.01913,0.01895,2,7
120,3,0.40439,0.61151,0.57478,0.71719,0.00897,0.00626,0.01337,0.01018,0.00759,0.00694,0.88844,0.00570,0.04577,0.00679,6,8
121,3,0.59662,0.59263,0.24646,0.41202,0.00715,0.00616,0.01128,0.02508,0.66551,0.18490,0.00811,0.07835,0.00686,0.00660,4,3
122,2,0.30996,0.37835,0.82610,0.39001,0.00510,0.92395,0.00550,0.00493,0.00463,0.00435,0.00476,0.00412,0.00567,0.03700,1,1
123,3,0.31710,0.23050,0.39641,0.89809,0.00167,0.00079,0.98920,0.00162,0.00142,0.00122,0.00137,0.00099,0.00087,0.00085,2,2
124,1,0.12727,0.66930,0.93839,0.16471,0.00159,0.00094,0.00081,0.00107,0.00072,0.00073,0.00075,0.00071,0.99159,0.00110,8,8
125,2,0.37385,0.74974,0.50687,0.78061,0.00422,0.00375,0.00655,0.00634,0.00577,0.00438,0.95145,0.00350,0.00974,0.00430,6,0
126,2,0.31575,0.49176,0.65060,0.58490,0.01918,0.01034,0.64920,0.01518,0.01270,0.01258,0.01291,0.01021,0.23974,0.01794,2,8
127,3,0.50406,0.53032,0.17748,0.49345,0.00994,0.00800,0.04189,0.51144,0.02305,0.06901,0.30692,0.01064,0.01024,0.00888,3,3
128,2,0.71990,0.18925,0.09200,0.09364,0.00136,0.00111,0.00184,0.98253,0.00175,0.00538,0.00182,0.00175,0.00123,0.00124,3,5
129,2,0.35800,0.50408,0.55575,0.77587,0.57202,0.00349,0.39086,0.00622,0.00499,0.00434,0.00457,0.00394,0.00532,0.00425,0,2
130,1,0.51411,0.61330,0.36286,0.78124,0.06363,0.00932,0.10740,0.02865,0.61694,0.03131,0.10768,0.01325,0.01106,0.01077,4,4
131,2,0.29860,0.32493,0.65333,0.26138,0.00363,0.94479,0.00355,0.02343,0.00293,0.00618,0.00319,0.00294,0.00361,0.00575,1,1
132,4,0.10126,0.68352,0.94714,0.18068,0.00156,0.00092,0.00087,0.00091,0.00077,0.00070,0.00073,0.00070,0.99171,0.00113,8,8
133,3,0.93333,0.63647,0.82313,0.36357,0.00147,0.00222,0.00105,0.00115,0.00099,0.00106,0.00107,0.00111,0.00149,0.98839,9,9
134,2,0.38463,0.77437,0.46379,0.83848,0.00220,0.00292,0.00379,0.00378,0.00281,0.00272,0.97480,0.00203,0.00221,0.00273,6,1
135,3,0.35544,0.19434,0.39517,0.88408,0.00175,0.00091,0.98742,0.00201,0.00174,0.00140,0.00159,0.00114,0.00107,0.00097,2,2
136,3,0.94512,0.60891,0.81937,0.37179,0.00154,0.00223,0.00125,0.00122,0.00105,0.00107,0.00109,0.00121,0.00158,0.98776,9,9
137,2,0.65307,0.57183,0.28789,0.18423,0.00476,0.00460,0.00659,0.01420,0.00720,0.89997,0.00491,0.04374,0.00708,0.00695,5,7
138,2,0.62121,0.35730,0.12144,0.15340,0.00366,0.00310,0.00520,0.93762,0.00563,0.02683,0.00695,0.00432,0.00332,0.00336,3,2
139,2,0.22157,0.47480,0.96767,0.19735,0.00425,0.00473,0.00216,0.00234,0.00207,0.00191,0.00201,0.00195,0.96679,0.01179,8,9
140,3,0.42477,0.76891,0.42427,0.82032,0.00217,0.00207,0.00367,0.00557,0.00288,0.00269,0.97437,0.00206,0.00231,0.00220,6,6
141,3,0.75259,0.78281,0.17233,0.15748,0.00105,0.00104,0.00221,0.00426,0.00152,0.98479,0.00122,0.00182,0.00103,0.00105,5,5
143,3,0.57699,0.34865,0.10032,0.23267,0.00266,0.00191,0.01662,0.95493,0.00327,0.00949,0.00322,0.00371,0.00206,0.00213,3,3
144,2,0.14643,0.62853,0.92670,0.17184,0.00210,0.00112,0.00098,0.00135,0.00087,0.00088,0.00091,0.00087,0.98960,0.00131,8,8
145,1,0.60496,0.24834,0.21754,0.20716,0.00769,0.00626,0.00971,0.53845,0.01214,0.02390,0.00824,0.37992,0.00652,0.00718,3,7
146,4,0.46704,0.91978,0.43335,0.87449,0.00129,0.00126,0.00230,0.00238,0.00173,0.00172,0.98548,0.00121,0.00129,0.00133,6,6
147,3,0.68258,0.64566,0.21368,0.42664,0.00431,0.00416,0.01307,0.01506,0.00641,0.86765,0.07476,0.00624,0.00408,0.00425,5,2
148,3,0.68829,0.52261,0.09090,0.17620,0.00343,0.00301,0.01183,0.11475,0.00495,0.84182,0.00797,0.00565,0.00341,0.00317,5,5
149,1,0.52498,0.34071,0.15867,0.43798,0.00627,0.00361,0.27644,0.66488,0.00693,0.01320,0.00743,0.01165,0.00536,0.00422,3,2
150,3,0.23001,0.69024,0.69702,0.49322,0.97751,0.00152,0.00257,0.00201,0.00312,0.00217,0.00146,0.00156,0.00622,0.00185,0,8
151,2,0.82769,0.41099,0.74987,0.41020,0.00350,0.00340,0.00533,0.00374,0.00189,0.00200,0.00195,0.00199,0.00252,0.97367,9,9
152,4,0.42223,0.76200,0.44059,0.82041,0.00193,0.00183,0.00326,0.00481,0.00247,0.00238,0.97682,0.00177,0.00244,0.00230,6,6
153,2,0.39906,0.54370,0.48179,0.27181,0.40184,0.02009,0.01896,0.41709,0.01409,0.02234,0.01427,0.01674,0.02549,0.04909,3,0
154,3,0.40370,0.46712,0.39549,0.85488,0.04933,0.00880,0.27575,0.04290,0.01406,0.01345,0.56598,0.00974,0.01018,0.00981,6,0
155,3,0.52116,0.57832,0.25500,0.56387,0.00546,0.00525,0.01338,0.01961,0.00867,0.37055,0.55840,0.00691,0.00626,0.00551,6,5
156,1,0.49869,0.44082,0.15200,0.62264,0.01367,0.00836,0.22326,0.32523,0.15258,0.09320,0.15211,0.01209,0.00945,0.01005,3,2
157,2,0.88101,0.58234,0.80727,0.35253,0.00177,0.00250,0.00126,0.00174,0.00129,0.00125,0.00128,0.00133,0.00201,0.98558,9,9
158,2,0.74817,0.27792,0.08293,0.16188,0.00153,0.00117,0.00427,0.97897,0.00198,0.00556,0.00229,0.00168,0.00126,0.00129,3,5
159,4,0.61957,0.82869,0.37508,0.63744,0.00140,0.00114,0.00198,0.00213,0.98510,0.00208,0.00158,0.00207,0.00133,0.00119,4,4
