ogi,vis,xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0,1,0.26543,0.76514,0.96096,0.05451,0.00171,0.00004,0.00127,0.98309,0.00151,0.00685,0.00226,0.00117,0.00069,0.00141,3,3
1,1,0.61231,0.12095,0.03674,0.12904,0.00293,0.00201,0.00076,0.00067,0.00209,0.00163,0.00029,0.00001,0.98738,0.00223,8,8
2,1,0.60032,0.21483,0.03438,0.12845,0.00266,0.00193,0.00075,0.00063,0.00203,0.00164,0.00028,0.00001,0.98804,0.00204,8,8
3,1,0.50440,0.29887,0.07528,0.14066,0.01592,0.00384,0.00417,0.00167,0.00380,0.00170,0.00063,0.00004,0.96572,0.00253,8,0
4,1,0.78732,0.12618,0.62041,0.98673,0.00019,0.00147,0.00299,0.00260,0.00166,0.00067,0.98811,0.00014,0.00042,0.00174,6,6
5,1,0.98764,0.35878,0.63300,0.96991,0.00022,0.00142,0.00274,0.00333,0.00185,0.00073,0.98687,0.00016,0.00047,0.00221,6,6
6,1,0.87615,0.69025,0.12358,0.41107,0.00098,0.95160,0.00391,0.00027,0.00009,0.02133,0.00329,0.00482,0.00623,0.00749,1,1
7,1,0.87695,0.34660,0.61010,0.96949,0.00026,0.00174,0.00372,0.00298,0.00195,0.00077,0.98594,0.00018,0.00052,0.00195,6,6
8,1,0.16712,0.76793,0.97828,0.05035,0.00157,0.00003,0.00101,0.98602,0.00128,0.00534,0.00197,0.00092,0.00059,0.00128,3,3
9,1,0.94204,0.63286,0.11640,0.56052,0.00088,0.97783,0.00229,0.00008,0.00003,0.00366,0.00498,0.00161,0.00309,0.00555,1,1
10,2,0.10584,0.60697,0.27252,0.13424,0.98482,0.00076,0.00310,0.00287,0.00064,0.00001,0.00012,0.00172,0.00309,0.00288,0,0
11,1,0.64296,0.95892,0.24131,0.44735,0.00303,0.00331,0.00000,0.00130,0.00078,0.00017,0.00161,0.00193,0.00167,0.98617,9,9
12,1,0.66590,0.40527,0.31575,0.09461,0.00004,0.00209,0.00709,0.01138,0.01044,0.95698,0.00108,0.00572,0.00466,0.00052,5,5
13,1,0.43704,0.10896,0.17372,0.19891,0.00221,0.00179,0.00169,0.00134,0.00345,0.00316,0.00012,0.98346,0.00001,0.00278,7,7
14,1,0.57426,0.90277,0.22926,0.44594,0.00288,0.00301,0.00000,0.00116,0.00075,0.00015,0.00142,0.00176,0.00162,0.98724,9,9
15,1,0.89547,0.46710,0.48918,0.82114,0.00267,0.00953,0.00804,0.01053,0.00886,0.00298,0.92898,0.00063,0.00930,0.01849,6,8
16,1,0.78271,0.41403,0.40999,0.04429,0.00001,0.00193,0.00294,0.00675,0.00110,0.98281,0.00038,0.00251,0.00140,0.00016,5,5
17,1,0.23411,0.12763,0.18390,0.19595,0.00251,0.00175,0.00152,0.00146,0.00324,0.00280,0.00012,0.98340,0.00001,0.00318,7,7
18,2,0.61870,0.14436,0.03407,0.12934,0.00285,0.00196,0.00074,0.00065,0.00206,0.00159,0.00028,0.00001,0.98766,0.00221,8,8
19,1,0.88718,0.22767,0.61750,0.97727,0.00022,0.00156,0.00320,0.00287,0.00185,0.00074,0.98702,0.00016,0.00047,0.00191,6,6
20,4,0.39601,0.25948,0.29678,0.20293,0.01340,0.00605,0.00325,0.01987,0.01368,0.01214,0.00130,0.89131,0.00026,0.03874,7,7
21,1,0.15862,0.46877,0.28910,0.14494,0.98470,0.00073,0.00628,0.00249,0.00051,0.00001,0.00013,0.00144,0.00251,0.00119,0,0
22,1,0.43491,0.94730,0.03481,0.38625,0.00051,0.00001,0.00168,0.00133,0.98845,0.00160,0.00131,0.00206,0.00205,0.00098,4,4
23,1,0.70918,0.92780,0.23844,0.44515,0.00325,0.00354,0.00001,0.00139,0.00087,0.00019,0.00171,0.00210,0.00182,0.98511,9,9
24,2,0.72947,0.45031,0.43491,0.03920,0.00002,0.00161,0.00333,0.01409,0.00216,0.97264,0.00060,0.00282,0.00243,0.00030,5,5
25,1,0.51038,0.54573,0.45897,0.25117,0.10187,0.00288,0.34704,0.26208,0.15516,0.02631,0.03046,0.05496,0.01484,0.00441,2,2
26,1,0.56664,0.67877,0.33805,0.30129,0.00326,0.00010,0.00611,0.06944,0.86566,0.01668,0.01160,0.00864,0.00925,0.00927,4,4
27,3,0.05488,0.58543,0.26997,0.13342,0.98642,0.00073,0.00350,0.00241,0.00052,0.00001,0.00011,0.00162,0.00258,0.00209,0,0
28,2,0.68687,0.86017,0.23815,0.45963,0.00279,0.00380,0.00000,0.00114,0.00067,0.00017,0.00167,0.00179,0.00163,0.98632,9,9
29,2,0.90802,0.24761,0.61603,0.97559,0.00022,0.00161,0.00327,0.00290,0.00187,0.00076,0.98677,0.00017,0.00048,0.00195,6,6
30,3,0.98352,0.36595,0.63646,0.96979,0.00022,0.00144,0.00300,0.00329,0.00177,0.00074,0.98697,0.00016,0.00045,0.00196,6,6
31,1,0.77262,0.35459,0.38346,0.04749,0.00001,0.00212,0.00295,0.00526,0.00106,0.98430,0.00035,0.00231,0.00149,0.00015,5,5
32,1,0.40430,0.89260,0.03963,0.39251,0.00047,0.00001,0.00182,0.00134,0.98821,0.00175,0.00141,0.00214,0.00194,0.00091,4,4
33,1,0.64118,0.43738,0.38694,0.14510,0.00012,0.00810,0.05611,0.01504,0.00423,0.90177,0.00283,0.00577,0.00582,0.00021,5,5
34,1,0.62019,0.97698,0.24026,0.44505,0.00304,0.00317,0.00000,0.00129,0.00078,0.00017,0.00155,0.00189,0.00166,0.98645,9,9
35,1,0.23830,0.32503,0.33116,0.37159,0.00409,0.00132,0.98587,0.00120,0.00163,0.00158,0.00238,0.00123,0.00072,0.00000,2,2
36,2,0.32393,0.85217,0.04494,0.38872,0.00056,0.00002,0.00200,0.00156,0.98647,0.00200,0.00158,0.00246,0.00225,0.00110,4,4
37,2,0.67818,0.86702,0.23179,0.45066,0.00288,0.00362,0.00000,0.00115,0.00070,0.00017,0.00155,0.00180,0.00170,0.98643,9,1
38,3,0.70712,0.94040,0.23868,0.44464,0.00326,0.00348,0.00001,0.00139,0.00086,0.00019,0.00169,0.00207,0.00182,0.98524,9,9
