xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0.26543,0.76514,0.96096,0.05451,0.00171,0.00004,0.00127,0.98309,0.00151,0.00685,0.00226,0.00117,0.00069,0.00141,3,3
0.61231,0.12095,0.03674,0.12904,0.00293,0.00201,0.00076,0.00067,0.00209,0.00163,0.00029,0.00001,0.98738,0.00223,8,8
0.60032,0.21483,0.03438,0.12845,0.00266,0.00193,0.00075,0.00063,0.00203,0.00164,0.00028,0.00001,0.98804,0.00204,8,8
0.50440,0.29887,0.07528,0.14066,0.01592,0.00384,0.00417,0.00167,0.00380,0.00170,0.00063,0.00004,0.96572,0.00253,8,0
0.78732,0.12618,0.62041,0.98673,0.00019,0.00147,0.00299,0.00260,0.00166,0.00067,0.98811,0.00014,0.00042,0.00174,6,6
0.98764,0.35878,0.63300,0.96991,0.00022,0.00142,0.00274,0.00333,0.00185,0.00073,0.98687,0.00016,0.00047,0.00221,6,6
0.87615,0.69025,0.12358,0.41107,0.00098,0.95160,0.00391,0.00027,0.00009,0.02133,0.00329,0.00482,0.00623,0.00749,1,1
0.87695,0.34660,0.61010,0.96949,0.00026,0.00174,0.00372,0.00298,0.00195,0.00077,0.98594,0.00018,0.00052,0.00195,6,6
0.16712,0.76793,0.97828,0.05035,0.00157,0.00003,0.00101,0.98602,0.00128,0.00534,0.00197,0.00092,0.00059,0.00128,3,3
0.94204,0.63286,0.11640,0.56052,0.00088,0.97783,0.00229,0.00008,0.00003,0.00366,0.00498,0.00161,0.00309,0.00555,1,1
0.10584,0.60697,0.27252,0.13424,0.98482,0.00076,0.00310,0.00287,0.00064,0.00001,0.00012,0.00172,0.00309,0.00288,0,0
0.64296,0.95892,0.24131,0.44735,0.00303,0.00331,0.00000,0.00130,0.00078,0.00017,0.00161,0.00193,0.00167,0.98617,9,9
0.66590,0.40527,0.31575,0.09461,0.00004,0.00209,0.00709,0.01138,0.01044,0.95698,0.00108,0.00572,0.00466,0.00052,5,5
0.43704,0.10896,0.17372,0.19891,0.00221,0.00179,0.00169,0.00134,0.00345,0.00316,0.00012,0.98346,0.00001,0.00278,7,7
0.57426,0.90277,0.22926,0.44594,0.00288,0.00301,0.00000,0.00116,0.00075,0.00015,0.00142,0.00176,0.00162,0.98724,9,9
0.89547,0.46710,0.48918,0.82114,0.00267,0.00953,0.00804,0.01053,0.00886,0.00298,0.92898,0.00063,0.00930,0.01849,6,8
0.78271,0.41403,0.40999,0.04429,0.00001,0.00193,0.00294,0.00675,0.00110,0.98281,0.00038,0.00251,0.00140,0.00016,5,5
