ogi,vis,xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0,1,0.43028,0.58834,0.83311,0.72913,0.00245,0.00183,0.01180,0.34981,0.00988,0.01614,0.59178,0.00198,0.00315,0.01117,6,3
1,1,0.36575,0.23312,0.04669,0.37372,0.00556,0.00589,0.00109,0.00086,0.00250,0.00226,0.00055,0.00004,0.97763,0.00363,8,8
2,1,0.28200,0.38295,0.49938,0.21929,0.07028,0.01636,0.43740,0.01993,0.03445,0.02481,0.02723,0.00330,0.35797,0.00828,2,8
3,1,0.33082,0.37594,0.42305,0.47544,0.08742,0.01282,0.05825,0.12317,0.03156,0.02183,0.02614,0.00321,0.57616,0.05945,8,0
4,1,0.33116,0.49215,0.67913,0.39059,0.00876,0.00289,0.04554,0.06070,0.26591,0.01318,0.57601,0.00675,0.01216,0.00809,6,6
5,1,0.42016,0.58760,0.81390,0.71575,0.00312,0.00178,0.01149,0.34844,0.01290,0.01284,0.58884,0.00234,0.00348,0.01475,6,6
6,1,0.75701,0.44730,0.21900,0.60492,0.01122,0.81718,0.00332,0.00473,0.00117,0.06188,0.02296,0.01386,0.02474,0.03893,1,1
7,1,0.33021,0.48366,0.63099,0.40588,0.00591,0.00359,0.02304,0.04024,0.25891,0.01140,0.63167,0.00611,0.01025,0.00889,6,6
8,1,0.53607,0.67838,0.79130,0.85823,0.00237,0.00005,0.00247,0.97257,0.00371,0.00910,0.00390,0.00164,0.00135,0.00284,3,3
9,1,0.55798,0.29603,0.30271,0.62506,0.01437,0.04557,0.00262,0.01990,0.00292,0.00247,0.02283,0.03728,0.00977,0.84227,9,1
10,2,0.55813,0.50926,0.53295,0.66767,0.03189,0.01022,0.02838,0.39975,0.02322,0.43865,0.00962,0.02178,0.03226,0.00425,5,0
11,1,0.58453,0.10139,0.17335,0.73344,0.00195,0.00345,0.00008,0.00308,0.00017,0.00005,0.00127,0.00292,0.00224,0.98480,9,9
12,1,0.61249,0.46927,0.53812,0.69233,0.00041,0.00239,0.00479,0.08538,0.00728,0.88568,0.00305,0.00496,0.00571,0.00035,5,5
13,1,0.50509,0.88123,0.35825,0.41891,0.00186,0.00166,0.00182,0.00133,0.00385,0.00356,0.00014,0.98262,0.00002,0.00314,7,7
14,1,0.28411,0.22812,0.06915,0.36893,0.00407,0.00259,0.00109,0.00130,0.00496,0.00184,0.00062,0.00004,0.97895,0.00455,8,9
15,1,0.37400,0.44906,0.58179,0.45129,0.01571,0.02097,0.02423,0.02576,0.03256,0.00741,0.82175,0.00187,0.03016,0.01959,6,8
16,1,0.58400,0.54637,0.64541,0.80708,0.00166,0.00120,0.00721,0.63849,0.00655,0.32168,0.00542,0.01040,0.00476,0.00265,3,5
17,1,0.55209,0.67104,0.78080,0.87566,0.00196,0.00004,0.00171,0.97568,0.00380,0.00682,0.00385,0.00155,0.00115,0.00344,3,7
