ogi,vis,xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0,1,0.81296,0.37183,0.32472,0.42353,0.00001,0.00003,0.00000,0.98336,0.00004,0.01655,0.00000,0.00000,0.00000,0.00000,3,3
1,1,0.15273,0.62277,0.80756,0.25433,0.00048,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99951,0.00000,8,8
2,1,0.32639,0.68320,0.74145,0.31706,0.00722,0.00422,0.00000,0.00000,0.00010,0.00001,0.00000,0.00001,0.98792,0.00052,8,8
3,1,0.09459,0.53143,0.64068,0.10445,0.99943,0.00000,0.00026,0.00000,0.00000,0.00000,0.00000,0.00000,0.00031,0.00000,0,0
4,1,0.87416,0.66026,0.37587,0.41025,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.99997,0.00000,0.00000,0.00000,6,6
5,1,0.85051,0.66950,0.31224,0.45323,0.00000,0.00000,0.00002,0.00864,0.00003,0.00019,0.99112,0.00000,0.00000,0.00000,6,6
6,1,0.74154,0.90080,0.60924,0.59565,0.00000,0.99471,0.00000,0.00512,0.00000,0.00013,0.00000,0.00001,0.00002,0.00000,1,1
7,1,0.62160,0.57189,0.35707,0.30204,0.00661,0.00012,0.01132,0.60600,0.00917,0.11779,0.24595,0.00032,0.00270,0.00002,3,6
8,1,0.64828,0.44086,0.17257,0.25045,0.00000,0.00000,0.10261,0.46655,0.40370,0.02018,0.00657,0.00039,0.00000,0.00000,3,3
9,1,0.55164,0.82882,0.75568,0.60349,0.00000,0.82418,0.00000,0.00004,0.00000,0.00016,0.00006,0.00001,0.00028,0.17528,1,1
10,2,0.24778,0.40473,0.26767,0.30052,0.68528,0.00000,0.00020,0.29728,0.00288,0.01296,0.00004,0.00127,0.00009,0.00000,0,0
11,1,0.35806,0.96232,0.84802,0.51936,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,9,9
12,1,0.73399,0.11191,0.12862,0.43839,0.00000,0.00000,0.00006,0.01298,0.24487,0.74206,0.00001,0.00002,0.00000,0.00000,5,5
13,1,0.46204,0.01809,0.29568,0.88394,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,7,7
14,1,0.48260,0.91253,0.82323,0.51879,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99999,9,9
15,1,0.18532,0.79852,0.66171,0.36802,0.00001,0.00007,0.00000,0.00001,0.00637,0.00006,0.00042,0.00000,0.99300,0.00006,8,8
16,1,0.73148,0.19992,0.30521,0.45384,0.00000,0.00000,0.00025,0.00221,0.00000,0.94657,0.00002,0.05094,0.00000,0.00000,5,5
17,1,0.65061,0.14562,0.57384,0.62518,0.00000,0.00057,0.00001,0.00001,0.00000,0.00000,0.00000,0.99594,0.00000,0.00346,7,7
