ogi,vis,xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0,1,0.48281,0.51652,0.80626,0.57280,0.00059,0.00232,0.00522,0.01569,0.00368,0.00236,0.96543,0.00042,0.00094,0.00336,6,3
1,1,0.39447,0.26489,0.07885,0.40578,0.03839,0.05074,0.00370,0.00251,0.00455,0.00576,0.00284,0.00041,0.87156,0.01954,8,8
2,1,0.14932,0.66948,0.89150,0.11254,0.00602,0.00075,0.95998,0.00442,0.00412,0.00334,0.01659,0.00245,0.00202,0.00031,2,8
3,1,0.24347,0.59016,0.60879,0.37520,0.07066,0.01820,0.37270,0.11401,0.03819,0.02361,0.15214,0.01025,0.14576,0.05448,2,0
4,1,0.25057,0.50797,0.64333,0.43743,0.01551,0.00051,0.03781,0.21187,0.61996,0.02267,0.05663,0.01357,0.01626,0.00520,4,6
5,1,0.42092,0.63523,0.82981,0.79421,0.00304,0.00055,0.00736,0.78091,0.00972,0.01332,0.16914,0.00216,0.00277,0.01104,3,6
6,1,0.51963,0.58185,0.54267,0.80846,0.01813,0.01652,0.01073,0.68599,0.00728,0.11677,0.03737,0.02121,0.02212,0.06389,3,1
7,1,0.18395,0.49922,0.55567,0.32018,0.00479,0.00170,0.01683,0.01930,0.69760,0.00982,0.22880,0.00697,0.01023,0.00398,4,6
8,1,0.28348,0.54192,0.83721,0.51052,0.02210,0.00052,0.20695,0.62860,0.04596,0.03674,0.03166,0.01347,0.00951,0.00450,3,3
9,1,0.67580,0.52749,0.70877,0.50479,0.00120,0.00674,0.00693,0.00855,0.00409,0.00158,0.95680,0.00088,0.00170,0.01152,6,1
10,2,0.55099,0.60666,0.63752,0.70889,0.00937,0.00128,0.01465,0.74532,0.03671,0.14848,0.01517,0.01000,0.01456,0.00446,3,0
11,1,0.51241,0.09410,0.16253,0.73043,0.00194,0.00360,0.00008,0.00285,0.00016,0.00005,0.00121,0.00279,0.00231,0.98500,9,9
12,1,0.57854,0.51308,0.59584,0.71224,0.00162,0.00159,0.00908,0.38942,0.02848,0.53865,0.00990,0.00786,0.01192,0.00148,5,5
13,1,0.50318,0.88545,0.35763,0.41898,0.00179,0.00163,0.00177,0.00128,0.00373,0.00352,0.00013,0.98310,0.00002,0.00303,7,7
14,1,0.25298,0.25366,0.12942,0.31927,0.00834,0.00332,0.00358,0.00354,0.04526,0.00608,0.00213,0.00023,0.92226,0.00526,8,9
15,1,0.33306,0.49418,0.58330,0.40562,0.03042,0.01130,0.04052,0.05022,0.20625,0.01334,0.59585,0.00816,0.02719,0.01676,6,8
16,1,0.59904,0.65144,0.74705,0.84589,0.00248,0.00018,0.00421,0.94790,0.00356,0.02703,0.00508,0.00284,0.00262,0.00410,3,5
17,1,0.52339,0.62911,0.72111,0.73297,0.00553,0.00011,0.00579,0.90551,0.04056,0.01490,0.01312,0.00459,0.00432,0.00557,3,7
18,2,0.35421,0.42901,0.49363,0.41734,0.02228,0.02380,0.04415,0.05179,0.10588,0.02147,0.48831,0.00270,0.20140,0.03823,6,8
19,1,0.79464,0.66935,0.78289,0.47987,0.00029,0.00229,0.00318,0.00279,0.00222,0.00077,0.98617,0.00018,0.00047,0.00163,6,6
20,4,0.53434,0.36514,0.52949,0.77797,0.02320,0.00337,0.00685,0.62551,0.01018,0.01516,0.01165,0.08025,0.00567,0.21817,3,7
21,1,0.33092,0.93896,0.93953,0.02004,0.00245,0.00014,0.99059,0.00115,0.00101,0.00112,0.00185,0.00102,0.00061,0.00005,2,0
22,1,0.07896,0.64707,0.75018,0.11166,0.01216,0.00108,0.88071,0.01158,0.04519,0.01348,0.01691,0.00636,0.01188,0.00065,2,4
23,1,0.56021,0.25801,0.21954,0.73322,0.00234,0.00413,0.00012,0.00469,0.00025,0.00008,0.00243,0.00329,0.00262,0.98005,9,9
24,2,0.07515,0.35904,0.36765,0.19688,0.00108,0.00007,0.00176,0.00182,0.98446,0.00224,0.00212,0.00322,0.00299,0.00024,4,5
25,1,0.21326,0.73938,0.90268,0.12694,0.00383,0.00038,0.97504,0.00471,0.00239,0.00562,0.00384,0.00254,0.00152,0.00013,2,2
