xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0.75855,0.81047,0.83194,0.96251,0.00099,0.00002,0.00082,0.98871,0.00079,0.00401,0.00164,0.00061,0.00049,0.00191,3,3
0.27955,0.18271,0.06429,0.36510,0.00321,0.00230,0.00091,0.00087,0.00277,0.00174,0.00037,0.00002,0.98534,0.00248,8,8
0.30932,0.17779,0.05276,0.36283,0.00280,0.00216,0.00078,0.00072,0.00234,0.00157,0.00031,0.00002,0.98715,0.00215,8,8
0.80242,0.12083,0.38600,0.38887,0.98913,0.00120,0.00269,0.00134,0.00064,0.00005,0.00015,0.00113,0.00238,0.00129,0,0
0.78491,0.60684,0.77427,0.48032,0.00034,0.00262,0.00349,0.00310,0.00248,0.00089,0.98446,0.00022,0.00055,0.00185,6,6
0.81453,0.62039,0.77347,0.48423,0.00032,0.00257,0.00329,0.00303,0.00238,0.00086,0.98496,0.00021,0.00053,0.00184,6,6
0.86461,0.53845,0.04791,0.50156,0.00139,0.98496,0.00019,0.00003,0.00004,0.00414,0.00230,0.00131,0.00232,0.00332,1,1
0.82982,0.73292,0.79080,0.48162,0.00025,0.00206,0.00286,0.00248,0.00191,0.00067,0.98777,0.00016,0.00040,0.00144,6,6
0.69747,0.80636,0.81582,0.94879,0.00124,0.00002,0.00096,0.98665,0.00098,0.00445,0.00191,0.00076,0.00062,0.00241,3,3
0.85735,0.49965,0.03102,0.50508,0.00120,0.98668,0.00015,0.00003,0.00003,0.00346,0.00198,0.00116,0.00205,0.00327,1,1
0.83089,0.17541,0.38963,0.39092,0.98934,0.00118,0.00266,0.00133,0.00062,0.00005,0.00015,0.00119,0.00218,0.00129,0,0
0.54107,0.16391,0.18112,0.72963,0.00215,0.00368,0.00010,0.00348,0.00020,0.00006,0.00142,0.00321,0.00246,0.98325,9,9
0.68222,0.33203,0.48474,0.65440,0.00011,0.00236,0.00231,0.01717,0.00240,0.96920,0.00084,0.00339,0.00213,0.00008,5,5
0.55931,0.88924,0.35479,0.41852,0.00165,0.00138,0.00153,0.00114,0.00335,0.00287,0.00011,0.98507,0.00002,0.00287,7,7
0.58621,0.09978,0.17405,0.73388,0.00194,0.00339,0.00008,0.00312,0.00017,0.00005,0.00126,0.00290,0.00225,0.98483,9,9
0.30033,0.28624,0.19403,0.38818,0.00780,0.00917,0.00374,0.00364,0.00993,0.00442,0.00851,0.00008,0.94392,0.00878,8,8
0.70406,0.41761,0.41984,0.58613,0.00007,0.00405,0.00206,0.00499,0.00164,0.97885,0.00043,0.00688,0.00097,0.00005,5,5
0.63583,0.91756,0.35195,0.42215,0.00139,0.00116,0.00127,0.00099,0.00285,0.00239,0.00009,0.98712,0.00001,0.00272,7,7
0.31625,0.11337,0.05281,0.36082,0.00262,0.00184,0.00073,0.00069,0.00230,0.00141,0.00028,0.00001,0.98806,0.00204,8,8
0.77414,0.56673,0.77091,0.47893,0.00037,0.00278,0.00374,0.00330,0.00267,0.00097,0.98336,0.00024,0.00060,0.00197,6,6
0.64672,0.92480,0.34572,0.42447,0.00119,0.00099,0.00102,0.00080,0.00232,0.00195,0.00007,0.98928,0.00001,0.00237,7,7
0.72636,0.20518,0.41589,0.37396,0.98508,0.00148,0.00461,0.00177,0.00085,0.00008,0.00023,0.00160,0.00278,0.00152,0,0
0.16196,0.25353,0.36153,0.18808,0.00093,0.00005,0.00150,0.00153,0.98679,0.00188,0.00175,0.00269,0.00270,0.00019,4,4
