ogi,vis,xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0,1,0.81303,0.37188,0.32959,0.44393,0.00000,0.00007,0.00000,0.96298,0.00000,0.03694,0.00000,0.00000,0.00000,0.00000,3,3
1,1,0.15268,0.62284,0.80227,0.23200,0.00039,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99960,0.00000,8,8
2,1,0.32636,0.68317,0.74983,0.31928,0.00725,0.00762,0.00000,0.00000,0.00005,0.00000,0.00000,0.00001,0.98441,0.00066,8,8
3,1,0.09456,0.53137,0.64985,0.09587,0.99971,0.00000,0.00013,0.00000,0.00000,0.00000,0.00000,0.00000,0.00016,0.00000,0,0
4,1,0.87429,0.66033,0.36559,0.42596,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99999,0.00000,0.00000,0.00000,6,6
5,1,0.85041,0.66941,0.34386,0.47420,0.00000,0.00000,0.00002,0.00497,0.00002,0.00018,0.99480,0.00000,0.00000,0.00000,6,6
6,1,0.74156,0.90077,0.62251,0.62428,0.00000,0.99943,0.00000,0.00055,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,1,1
7,1,0.62161,0.57194,0.34404,0.30010,0.00683,0.00003,0.00402,0.29590,0.00531,0.05111,0.63507,0.00016,0.00154,0.00003,6,6
8,1,0.64827,0.44077,0.19035,0.26439,0.00000,0.00000,0.08246,0.55610,0.34339,0.01474,0.00289,0.00042,0.00000,0.00000,3,3
9,1,0.55162,0.82871,0.76355,0.59131,0.00000,0.94520,0.00000,0.00001,0.00000,0.00005,0.00001,0.00000,0.00022,0.05451,1,1
10,2,0.24778,0.40466,0.27635,0.28234,0.81666,0.00000,0.00012,0.17205,0.00090,0.00948,0.00003,0.00069,0.00007,0.00000,0,0
11,1,0.35805,0.96235,0.84853,0.52198,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,9,9
12,1,0.73409,0.11196,0.11051,0.44009,0.00000,0.00000,0.00001,0.00997,0.13160,0.85839,0.00000,0.00004,0.00000,0.00000,5,5
13,1,0.46201,0.01806,0.30178,0.90044,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,7,7
14,1,0.48269,0.91261,0.83054,0.52763,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99999,9,9
15,1,0.18531,0.79853,0.64783,0.35822,0.00006,0.00008,0.00000,0.00001,0.00259,0.00006,0.00050,0.00000,0.99666,0.00003,8,8
16,1,0.73144,0.19987,0.27597,0.45853,0.00000,0.00000,0.00018,0.00268,0.00000,0.98990,0.00002,0.00723,0.00000,0.00000,5,5
17,1,0.65053,0.14554,0.55076,0.61886,0.00000,0.00005,0.00000,0.00000,0.00000,0.00000,0.00000,0.99970,0.00000,0.00024,7,7
18,2,0.24066,0.61080,0.69014,0.20357,0.03132,0.00002,0.00000,0.00009,0.00001,0.00012,0.00003,0.00001,0.96771,0.00070,8,8
19,1,0.94653,0.68959,0.35296,0.49220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,6,6
20,4,0.53869,0.19662,0.38828,0.63168,0.00029,0.90781,0.00003,0.00634,0.00002,0.02119,0.00004,0.02700,0.00001,0.03727,1,7
21,1,0.02701,0.39753,0.42081,0.15956,0.99994,0.00000,0.00006,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0
22,1,0.54066,0.47183,0.32032,0.24850,0.43394,0.00000,0.06309,0.06005,0.38770,0.02714,0.02791,0.00004,0.00012,0.00000,0,4
23,1,0.35499,0.91714,0.77674,0.43806,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,9,9
24,2,0.38743,0.31994,0.24934,0.23020,0.00000,0.00000,0.00015,0.08505,0.72480,0.18989,0.00010,0.00002,0.00000,0.00000,4,5
25,1,0.60378,0.32477,0.25525,0.34650,0.00012,0.00000,0.44032,0.50281,0.00179,0.05238,0.00015,0.00243,0.00000,0.00000,3,2
26,1,0.60366,0.31238,0.16650,0.47097,0.00000,0.00000,0.00024,0.12604,0.05264,0.80075,0.00001,0.02032,0.00000,0.00000,5,4
27,3,0.23785,0.36753,0.39223,0.27804,0.99973,0.00000,0.00000,0.00000,0.00024,0.00000,0.00003,0.00000,0.00000,0.00000,0,0
28,2,0.47965,0.87326,0.74131,0.52178,0.00000,0.00139,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99861,9,9
29,2,0.87026,0.76571,0.38714,0.55222,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,6,6
30,3,0.74324,0.53306,0.29933,0.44124,0.00000,0.00000,0.00002,0.00345,0.00015,0.00050,0.99568,0.00019,0.00000,0.00000,6,6
31,1,0.88545,0.26149,0.42487,0.38968,0.00000,0.00000,0.00021,0.00009,0.00043,0.99913,0.00015,0.00000,0.00000,0.00000,5,5
32,1,0.42563,0.45637,0.39048,0.25906,0.00001,0.00000,0.00592,0.00162,0.83194,0.00148,0.00169,0.00249,0.15483,0.00001,4,4
33,1,0.91731,0.36368,0.14399,0.48234,0.00000,0.00000,0.05445,0.22491,0.00005,0.71573,0.00266,0.00219,0.00000,0.00000,5,5
34,1,0.38611,0.79704,0.81772,0.41770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.99997,9,9
35,1,0.63970,0.29201,0.43750,0.34896,0.00002,0.00047,0.03201,0.59134,0.00008,0.31663,0.00052,0.00032,0.05859,0.00002,3,2
36,2,0.48491,0.23382,0.16698,0.56390,0.00001,0.00000,0.00019,0.00020,0.95318,0.01472,0.00021,0.03149,0.00000,0.00000,4,4
37,2,0.40867,0.72746,0.78317,0.48310,0.00334,0.84136,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00023,0.15506,1,1
38,3,0.40687,0.89568,0.86791,0.43805,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,9,9
39,1,0.90263,0.24719,0.31855,0.41761,0.00000,0.00000,0.00000,0.00001,0.00000,0.99999,0.00000,0.00000,0.00000,0.00000,5,5
40,1,0.35939,0.42607,0.56000,0.25761,0.00001,0.00000,0.00000,0.00000,0.99999,0.00000,0.00000,0.00000,0.00000,0.00000,4,4
41,4,0.70757,0.68018,0.22541,0.36128,0.00000,0.00000,0.00033,0.02757,0.00000,0.00043,0.97166,0.00000,0.00000,0.00000,6,6
42,2,0.67747,0.17188,0.30170,0.71793,0.00003,0.00024,0.00037,0.00444,0.00000,0.03628,0.00000,0.95862,0.00000,0.00000,7,5
43,4,0.53413,0.46519,0.33315,0.38420,0.00002,0.00003,0.00124,0.17384,0.04821,0.46855,0.30745,0.00063,0.00004,0.00001,5,6
44,2,0.16385,0.56537,0.64897,0.17862,0.99777,0.00001,0.00013,0.00000,0.00000,0.00002,0.00000,0.00000,0.00207,0.00000,0,0
45,4,0.40527,0.90362,0.91691,0.54076,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99999,9,9
46,1,0.67874,0.40800,0.22399,0.34952,0.00000,0.00000,0.01735,0.85303,0.00019,0.12904,0.00039,0.00000,0.00000,0.00000,3,3
47,1,0.49524,0.65589,0.54682,0.51085,0.00532,0.00008,0.08200,0.04016,0.00100,0.00253,0.00003,0.03112,0.03567,0.80210,9,9
48,1,0.53349,0.07582,0.20139,0.78223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004,0.00000,0.99996,0.00000,0.00000,7,7
49,2,0.74856,0.58589,0.25947,0.36217,0.00000,0.00000,0.00963,0.00154,0.31701,0.00007,0.67139,0.00034,0.00001,0.00000,6,6
50,2,0.45705,0.68284,0.59469,0.42531,0.00163,0.00000,0.00002,0.00000,0.00000,0.00000,0.00003,0.00000,0.00001,0.99831,9,9
51,1,0.15064,0.73775,0.53952,0.26783,0.00000,0.00000,0.00014,0.00004,0.00001,0.00004,0.00059,0.00000,0.99915,0.00003,8,8
52,1,0.64143,0.64016,0.43607,0.31173,0.01356,0.00000,0.85026,0.13485,0.00001,0.00084,0.00001,0.00042,0.00001,0.00003,2,0
53,1,0.58511,0.57239,0.28240,0.44536,0.00000,0.00000,0.00007,0.89724,0.00276,0.09730,0.00262,0.00002,0.00000,0.00000,3,3
54,3,0.07802,0.73345,0.79741,0.16162,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99999,0.00000,8,8
55,3,0.21940,0.65525,0.69465,0.19979,0.01353,0.00000,0.00002,0.00016,0.00000,0.00001,0.00000,0.00000,0.98624,0.00003,8,8
56,4,0.58076,0.22696,0.18999,0.53947,0.00001,0.00000,0.00007,0.00047,0.00162,0.00039,0.00319,0.99426,0.00000,0.00000,7,7
57,1,0.60772,0.63398,0.35792,0.49653,0.00069,0.00002,0.00065,0.67833,0.00031,0.02244,0.00414,0.29318,0.00007,0.00019,3,7
58,2,0.64655,0.50783,0.43384,0.28645,0.00223,0.00000,0.00323,0.93834,0.01439,0.03958,0.00001,0.00206,0.00017,0.00000,3,4
59,1,0.58663,0.45153,0.28165,0.25382,0.00033,0.00001,0.01078,0.20394,0.62360,0.01661,0.14471,0.00000,0.00000,0.00001,4,6
60,2,0.42993,0.08293,0.24197,0.70041,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.99999,0.00000,0.00000,7,7
61,1,0.86870,0.32842,0.12382,0.33871,0.00000,0.00000,0.00196,0.23813,0.00001,0.75977,0.00012,0.00000,0.00000,0.00000,5,3
62,2,0.97325,0.64640,0.36991,0.54365,0.00000,0.00000,0.00000,0.00028,0.00000,0.00022,0.99949,0.00000,0.00000,0.00000,6,6
63,2,0.36051,0.66774,0.66239,0.31120,0.00546,0.10426,0.00004,0.00146,0.00004,0.00148,0.00000,0.00001,0.01159,0.87565,9,3
64,2,0.78810,0.56067,0.23961,0.47551,0.00000,0.00000,0.03107,0.00440,0.00037,0.11720,0.84697,0.00000,0.00000,0.00000,6,6
65,1,0.56271,0.29552,0.25655,0.42205,0.00000,0.00000,0.97339,0.00301,0.01814,0.00005,0.00535,0.00007,0.00000,0.00000,2,2
66,1,0.41533,0.67002,0.59771,0.34192,0.00376,0.94812,0.00303,0.00018,0.00093,0.00014,0.00010,0.00000,0.03791,0.00584,1,1
67,2,0.19859,0.31742,0.34881,0.35761,0.00000,0.00000,0.99983,0.00000,0.00000,0.00000,0.00017,0.00000,0.00000,0.00000,2,2
68,3,0.68903,0.37062,0.35664,0.41123,0.00000,0.00001,0.00023,0.92476,0.07442,0.00044,0.00000,0.00010,0.00000,0.00003,3,3
69,2,0.42286,0.14678,0.52307,0.70208,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99982,0.00000,0.00018,7,7
70,1,0.20534,0.57988,0.50693,0.05127,0.00135,0.00000,0.94122,0.00731,0.04618,0.00093,0.00034,0.00000,0.00267,0.00001,2,2
71,2,0.81935,0.46997,0.17417,0.39177,0.00000,0.00000,0.00004,0.06161,0.00118,0.00020,0.93695,0.00002,0.00000,0.00000,6,6
72,2,0.13539,0.65025,0.73185,0.11884,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99999,0.00000,8,8
73,3,0.22587,0.68314,0.65685,0.25575,0.00015,0.00000,0.00001,0.00000,0.00000,0.00000,0.00001,0.00000,0.99981,0.00001,8,8
74,1,0.36199,0.60073,0.61677,0.44514,0.54994,0.00001,0.00000,0.00000,0.00000,0.00001,0.00002,0.28596,0.00007,0.16398,0,0
76,3,0.36309,0.81114,0.86768,0.37973,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99996,9,9
77,4,0.72407,0.44358,0.27026,0.31232,0.00003,0.00000,0.00000,0.96119,0.00003,0.03860,0.00013,0.00000,0.00000,0.00000,3,3
78,1,0.58051,0.38089,0.18374,0.42558,0.00008,0.00009,0.10203,0.55220,0.01600,0.31305,0.00273,0.01382,0.00000,0.00000,3,3
79,2,0.12240,0.61212,0.75575,0.07422,0.00005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99995,0.00000,8,8
80,3,0.06866,0.62768,0.77167,0.18610,0.01692,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.98295,0.00012,8,8
81,1,0.72356,0.74054,0.64748,0.53808,0.00003,0.98840,0.00000,0.00004,0.00001,0.00021,0.00000,0.00000,0.01085,0.00046,1,1
82,2,0.77531,0.87284,0.68664,0.71738,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,1
83,4,0.66948,0.31377,0.26042,0.40628,0.00000,0.00000,0.00000,0.00019,0.00000,0.00005,0.00000,0.99975,0.00000,0.00000,7,7
84,2,0.26344,0.16888,0.16592,0.26221,0.00000,0.00000,0.99894,0.00009,0.00000,0.00096,0.00000,0.00000,0.00000,0.00000,2,2
85,2,0.43342,0.18063,0.34077,0.49439,0.00045,0.00000,0.00085,0.00000,0.00023,0.31912,0.00007,0.67926,0.00002,0.00001,7,5
86,2,0.36897,0.47009,0.33890,0.28260,0.00041,0.00001,0.93924,0.00015,0.03667,0.02318,0.00006,0.00018,0.00000,0.00010,2,2
87,2,0.28727,0.59559,0.49403,0.27446,0.00029,0.00000,0.00002,0.00019,0.00010,0.00007,0.00001,0.99923,0.00007,0.00002,7,7
88,3,0.12455,0.67823,0.80249,0.10234,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,8,8
89,3,0.34185,0.83381,0.87623,0.50762,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99997,9,9
90,1,0.18647,0.48843,0.68002,0.32951,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0
91,2,0.55652,0.55999,0.36196,0.34072,0.00056,0.00000,0.13360,0.72512,0.02217,0.04697,0.06853,0.00260,0.00037,0.00008,3,3
92,1,0.17377,0.69349,0.63392,0.20616,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,8,8
93,3,0.65554,0.59463,0.39063,0.35382,0.00000,0.00000,0.00182,0.00452,0.00086,0.00017,0.99264,0.00000,0.00000,0.00000,6,6
94,3,0.50076,0.52826,0.24930,0.32205,0.00584,0.00004,0.19582,0.07797,0.66242,0.01503,0.03602,0.00674,0.00002,0.00008,4,4
95,3,0.63579,0.56239,0.29020,0.42484,0.00000,0.00000,0.39181,0.27771,0.01509,0.00168,0.31360,0.00012,0.00000,0.00000,2,6
96,3,0.92402,0.73613,0.38118,0.52124,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,6,6
97,2,0.25981,0.38541,0.36148,0.12339,0.98787,0.00000,0.00978,0.00000,0.00005,0.00001,0.00000,0.00000,0.00230,0.00000,0,0
99,3,0.66891,0.06792,0.35529,0.79949,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,7,7
100,3,0.42578,0.28450,0.27756,0.34001,0.00005,0.00000,0.00485,0.00031,0.99203,0.00161,0.00005,0.00110,0.00001,0.00000,4,4
101,1,0.76922,0.27772,0.37204,0.49165,0.00000,0.00000,0.00000,0.01732,0.00003,0.98241,0.00006,0.00017,0.00000,0.00000,5,5
102,3,0.91546,0.77540,0.40746,0.55773,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,6,6
103,3,0.75661,0.40428,0.10174,0.30857,0.00000,0.00000,0.00001,0.99853,0.00025,0.00106,0.00015,0.00000,0.00000,0.00000,3,3
104,3,0.76999,0.84915,0.72185,0.83649,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,1
105,1,0.73179,0.96553,0.71213,0.55138,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,1
106,4,0.45992,0.56673,0.33604,0.32363,0.00667,0.00033,0.00314,0.48806,0.00016,0.50077,0.00054,0.00000,0.00034,0.00000,5,3
107,4,0.73326,0.68872,0.47143,0.33917,0.00086,0.00000,0.00013,0.00007,0.00191,0.00000,0.99644,0.00004,0.00055,0.00001,6,6
109,3,0.64773,0.11144,0.21879,0.69590,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,7,7
110,2,0.46235,0.29991,0.19152,0.36940,0.00000,0.00000,0.00009,0.00221,0.98129,0.01309,0.00005,0.00327,0.00000,0.00000,4,4
111,4,0.07294,0.29495,0.45675,0.17965,0.99849,0.00000,0.00129,0.00021,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0
112,2,0.81104,0.71307,0.55600,0.40359,0.00001,0.00000,0.00011,0.00000,0.00000,0.00000,0.99988,0.00000,0.00000,0.00000,6,6
113,4,0.22665,0.23119,0.38500,0.25698,0.00001,0.00000,0.99812,0.00101,0.00001,0.00020,0.00050,0.00001,0.00014,0.00001,2,2
114,2,0.69339,0.88873,0.82682,0.61417,0.00000,0.99999,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,1,1
116,3,0.14567,0.35296,0.39262,0.17979,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0
117,2,0.41129,0.56263,0.58703,0.46180,0.00052,0.00092,0.04481,0.00066,0.90845,0.00048,0.00001,0.00084,0.00000,0.04331,4,4
118,1,0.53466,0.51116,0.29827,0.33001,0.01665,0.00011,0.08350,0.06768,0.54163,0.01207,0.15221,0.12338,0.00271,0.00006,4,2
119,2,0.61731,0.11897,0.18772,0.74353,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.99999,0.00000,0.00000,7,7
120,3,0.21390,0.69017,0.67686,0.19383,0.00677,0.00001,0.00000,0.00019,0.00001,0.00001,0.00098,0.00000,0.99197,0.00006,8,8
121,3,0.56924,0.32349,0.37332,0.34491,0.02345,0.00010,0.16763,0.77306,0.00091,0.03476,0.00001,0.00008,0.00000,0.00000,3,3
122,2,0.75502,0.93953,0.62479,0.65994,0.00000,0.99997,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,1,1
123,3,0.12894,0.21794,0.28197,0.25540,0.00000,0.00000,0.99999,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2,2
124,1,0.27281,0.64602,0.76101,0.15241,0.01903,0.00034,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.97988,0.00073,8,8
125,2,0.73227,0.53513,0.22200,0.48044,0.00973,0.00000,0.10381,0.01039,0.00127,0.00145,0.86966,0.00355,0.00000,0.00014,6,0
126,2,0.35980,0.68585,0.63795,0.24149,0.00031,0.00001,0.00000,0.00005,0.00000,0.00000,0.00000,0.00000,0.99961,0.00001,8,8
