ogi,vis,xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0,1,0.17727,0.71370,0.97811,0.05665,0.00171,0.00003,0.00112,0.98558,0.00130,0.00528,0.00212,0.00098,0.00060,0.00128,3,3
1,1,0.54683,0.05199,0.04088,0.13279,0.00330,0.00219,0.00085,0.00075,0.00229,0.00174,0.00032,0.00001,0.98608,0.00246,8,8
2,1,0.59358,0.18418,0.03489,0.13005,0.00275,0.00201,0.00075,0.00064,0.00205,0.00166,0.00028,0.00001,0.98768,0.00216,8,8
3,1,0.05274,0.47334,0.27389,0.13051,0.98685,0.00066,0.00409,0.00226,0.00048,0.00001,0.00010,0.00128,0.00272,0.00154,0,0
4,1,0.85808,0.15836,0.61810,0.98334,0.00020,0.00150,0.00311,0.00270,0.00175,0.00070,0.98765,0.00015,0.00044,0.00179,6,6
5,1,0.73680,0.16499,0.62341,0.98884,0.00019,0.00140,0.00278,0.00259,0.00163,0.00065,0.98843,0.00014,0.00041,0.00178,6,6
6,1,0.88359,0.72883,0.07105,0.47840,0.00077,0.98354,0.00169,0.00005,0.00002,0.00369,0.00166,0.00178,0.00271,0.00409,1,1
7,1,0.73677,0.10574,0.62044,0.99440,0.00018,0.00145,0.00291,0.00237,0.00150,0.00062,0.98884,0.00013,0.00039,0.00160,6,6
8,1,0.18452,0.74205,0.97307,0.05427,0.00172,0.00003,0.00107,0.98538,0.00135,0.00538,0.00210,0.00097,0.00064,0.00137,3,3
9,1,0.93342,0.81675,0.06250,0.49398,0.00066,0.98676,0.00132,0.00003,0.00001,0.00260,0.00143,0.00132,0.00228,0.00358,1,1
10,2,0.08081,0.59055,0.27005,0.13287,0.98611,0.00075,0.00342,0.00249,0.00054,0.00001,0.00011,0.00162,0.00272,0.00223,0,0
11,1,0.72110,0.93183,0.24159,0.44623,0.00324,0.00355,0.00001,0.00140,0.00085,0.00019,0.00173,0.00208,0.00181,0.98514,9,9
12,1,0.67970,0.39179,0.33822,0.06933,0.00002,0.00248,0.00427,0.00649,0.00263,0.97724,0.00054,0.00354,0.00253,0.00027,5,5
13,1,0.39036,0.08599,0.17149,0.19663,0.00205,0.00166,0.00158,0.00123,0.00319,0.00295,0.00010,0.98468,0.00001,0.00255,7,7
14,1,0.59934,0.95455,0.23549,0.44666,0.00295,0.00311,0.00000,0.00122,0.00076,0.00016,0.00148,0.00185,0.00160,0.98687,9,9
15,1,0.57562,0.38670,0.28465,0.54670,0.02569,0.04247,0.02049,0.02292,0.03498,0.01417,0.24151,0.00082,0.52506,0.07190,8,8
16,1,0.78665,0.34246,0.38255,0.04448,0.00001,0.00202,0.00279,0.00505,0.00102,0.98495,0.00032,0.00235,0.00136,0.00014,5,5
17,1,0.25583,0.11998,0.17029,0.19521,0.00202,0.00153,0.00136,0.00114,0.00289,0.00252,0.00009,0.98587,0.00001,0.00257,7,7
18,2,0.55813,0.05438,0.03908,0.13228,0.00322,0.00216,0.00083,0.00072,0.00224,0.00170,0.00031,0.00001,0.98638,0.00241,8,8
19,1,0.92849,0.24367,0.61548,0.97402,0.00023,0.00161,0.00331,0.00296,0.00193,0.00077,0.98656,0.00017,0.00049,0.00197,6,6
20,4,0.24474,0.11975,0.16909,0.19815,0.00207,0.00154,0.00118,0.00115,0.00292,0.00239,0.00009,0.98557,0.00001,0.00306,7,7
21,1,0.03150,0.49407,0.27584,0.13188,0.98674,0.00069,0.00397,0.00233,0.00049,0.00001,0.00010,0.00146,0.00253,0.00168,0,0
22,1,0.40333,0.89806,0.03642,0.38910,0.00049,0.00001,0.00173,0.00133,0.98832,0.00169,0.00135,0.00215,0.00197,0.00096,4,4
23,1,0.73552,0.91846,0.23904,0.44409,0.00340,0.00367,0.00001,0.00146,0.00092,0.00020,0.00179,0.00219,0.00192,0.98445,9,9
24,2,0.77830,0.33120,0.37817,0.04250,0.00001,0.00192,0.00278,0.00511,0.00110,0.98490,0.00032,0.00226,0.00146,0.00014,5,5
25,1,0.34675,0.37127,0.33812,0.34015,0.00936,0.00193,0.96141,0.00446,0.00716,0.00431,0.00469,0.00521,0.00146,0.00002,2,2
26,1,0.56145,0.71436,0.18771,0.36967,0.00155,0.00004,0.00337,0.00984,0.96204,0.00486,0.00513,0.00475,0.00454,0.00388,4,4
27,3,0.09311,0.54376,0.27065,0.13653,0.98500,0.00083,0.00389,0.00263,0.00059,0.00001,0.00013,0.00173,0.00293,0.00226,0,0
28,2,0.62437,0.89369,0.23453,0.45063,0.00276,0.00315,0.00000,0.00113,0.00069,0.00015,0.00145,0.00174,0.00154,0.98739,9,9
29,2,0.93757,0.26262,0.61330,0.97124,0.00024,0.00168,0.00344,0.00302,0.00197,0.00080,0.98615,0.00018,0.00051,0.00202,6,6
30,3,0.79775,0.19635,0.62256,0.98252,0.00020,0.00148,0.00301,0.00273,0.00171,0.00069,0.98778,0.00015,0.00043,0.00181,6,6
31,1,0.76968,0.31426,0.37486,0.04765,0.00001,0.00217,0.00293,0.00494,0.00106,0.98455,0.00034,0.00238,0.00147,0.00015,5,5
