xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0.83330,0.25705,0.09194,0.07594,0.00113,0.00090,0.00149,0.98549,0.00141,0.00447,0.00156,0.00129,0.00125,0.00100,3,3
0.05513,0.62148,0.94175,0.17988,0.00177,0.00105,0.00091,0.00100,0.00080,0.00081,0.00083,0.00080,0.99083,0.00119,8,8
0.20204,0.44666,0.93199,0.22006,0.01206,0.01005,0.00330,0.00300,0.00241,0.00321,0.00248,0.00240,0.95718,0.00391,8,8
0.22277,0.68626,0.72351,0.49575,0.97037,0.00269,0.00417,0.00280,0.00225,0.00215,0.00213,0.00218,0.00805,0.00320,0,0
0.46802,0.79587,0.44156,0.86485,0.00200,0.00195,0.00409,0.00346,0.00272,0.00237,0.97757,0.00183,0.00194,0.00208,6,6
0.45134,0.57224,0.30483,0.72748,0.00197,0.00179,0.00354,0.02813,0.00272,0.00343,0.95268,0.00193,0.00188,0.00193,6,6
0.24914,0.29553,0.81425,0.35531,0.00176,0.98312,0.00151,0.00204,0.00141,0.00172,0.00158,0.00146,0.00201,0.00338,1,1
0.47106,0.98258,0.43874,0.88282,0.00138,0.00122,0.00230,0.00231,0.00168,0.00151,0.98585,0.00118,0.00126,0.00130,6,6
0.81137,0.20905,0.10522,0.09841,0.00170,0.00119,0.00185,0.98241,0.00185,0.00495,0.00182,0.00164,0.00130,0.00128,3,3
0.18137,0.33470,0.83352,0.37337,0.00181,0.98298,0.00156,0.00163,0.00147,0.00161,0.00165,0.00151,0.00212,0.00366,1,1
0.28307,0.81052,0.67944,0.52376,0.98708,0.00117,0.00197,0.00144,0.00125,0.00134,0.00112,0.00117,0.00203,0.00143,0,0
0.94074,0.39805,0.80349,0.36884,0.00219,0.00314,0.00163,0.00176,0.00151,0.00163,0.00159,0.00170,0.00223,0.98263,9,9
0.66710,0.26249,0.09355,0.10251,0.00218,0.00177,0.00281,0.96655,0.00356,0.01403,0.00275,0.00256,0.00187,0.00192,3,5
