xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0.63971,0.36261,0.08986,0.11813,0.00262,0.00219,0.00384,0.93957,0.00352,0.03349,0.00635,0.00320,0.00284,0.00240,3,3
0.09115,0.63706,0.94121,0.17622,0.00175,0.00102,0.00088,0.00101,0.00078,0.00078,0.00081,0.00077,0.99103,0.00116,8,8
0.21494,0.43781,0.86822,0.31042,0.06447,0.07030,0.02562,0.01129,0.00841,0.01349,0.00810,0.00757,0.77807,0.01269,8,8
0.26779,0.65014,0.77605,0.42979,0.77020,0.02573,0.03370,0.01816,0.00876,0.00928,0.00775,0.00777,0.08618,0.03247,0,0
0.41667,0.73906,0.44666,0.84921,0.00282,0.00292,0.00583,0.00480,0.00428,0.00321,0.96797,0.00253,0.00268,0.00296,6,6
0.45516,0.54829,0.24506,0.64302,0.00262,0.00231,0.00479,0.10183,0.00367,0.00537,0.87153,0.00276,0.00259,0.00252,6,6
0.30232,0.32674,0.61081,0.23114,0.00393,0.91476,0.00392,0.04927,0.00346,0.00696,0.00375,0.00341,0.00404,0.00649,1,1
0.47726,0.98779,0.44052,0.88103,0.00146,0.00123,0.00227,0.00234,0.00170,0.00152,0.98568,0.00118,0.00128,0.00134,6,6
0.79282,0.27410,0.08809,0.10077,0.00148,0.00105,0.00170,0.98340,0.00216,0.00477,0.00166,0.00152,0.00112,0.00114,3,3
0.26262,0.35962,0.85363,0.36637,0.00197,0.97843,0.00165,0.00174,0.00154,0.00172,0.00177,0.00161,0.00230,0.00725,1,1
0.33230,0.68887,0.52188,0.44112,0.92383,0.00349,0.00641,0.00759,0.01124,0.02970,0.00371,0.00426,0.00564,0.00413,0,0
0.93685,0.39256,0.80254,0.36937,0.00227,0.00324,0.00169,0.00181,0.00157,0.00169,0.00165,0.00177,0.00232,0.98199,9,9
0.80410,0.27203,0.08018,0.09428,0.00114,0.00093,0.00150,0.98565,0.00177,0.00412,0.00155,0.00133,0.00099,0.00102,3,5
0.54999,0.05060,0.46017,0.41717,0.00164,0.00143,0.00189,0.00218,0.00271,0.00303,0.00149,0.98253,0.00148,0.00162,7,7
0.78121,0.52523,0.86442,0.32128,0.00373,0.00472,0.00245,0.00273,0.00228,0.00234,0.00241,0.00253,0.01331,0.96349,9,9
0.31290,0.58862,0.76888,0.36687,0.01038,0.00468,0.00562,0.01212,0.00499,0.00468,0.04648,0.00391,0.90163,0.00551,8,8
0.65084,0.48273,0.06319,0.05899,0.00430,0.00368,0.00667,0.39258,0.00669,0.53520,0.00503,0.03806,0.00373,0.00406,5,5
0.59521,0.01060,0.45948,0.41528,0.00140,0.00125,0.00161,0.00186,0.00242,0.00261,0.00122,0.98499,0.00122,0.00142,7,7
0.13932,0.48727,0.92866,0.19721,0.00285,0.00161,0.00129,0.00140,0.00116,0.00114,0.00121,0.00115,0.98649,0.00170,8,8
0.49413,0.97260,0.43691,0.88500,0.00127,0.00117,0.00215,0.00220,0.00166,0.00145,0.98655,0.00112,0.00121,0.00123,6,6
0.60421,0.18031,0.59299,0.34975,0.01527,0.04691,0.01432,0.03202,0.01819,0.02015,0.01214,0.68392,0.01381,0.14329,7,7
0.30570,0.66392,0.62564,0.57686,0.97608,0.00147,0.00851,0.00327,0.00166,0.00160,0.00156,0.00153,0.00253,0.00180,0,0
