xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0.89328,0.25546,0.06291,0.06590,0.00083,0.00067,0.00115,0.98936,0.00106,0.00337,0.00109,0.00097,0.00076,0.00074,3,3
0.05176,0.55476,0.93983,0.18431,0.00185,0.00112,0.00098,0.00102,0.00085,0.00086,0.00088,0.00084,0.99033,0.00126,8,8
0.16401,0.44888,0.93064,0.19932,0.00329,0.00278,0.00162,0.00173,0.00145,0.00148,0.00151,0.00145,0.98228,0.00241,8,8
0.21335,0.70953,0.69768,0.51840,0.98186,0.00162,0.00274,0.00190,0.00162,0.00154,0.00152,0.00157,0.00363,0.00199,0,0
0.48190,0.86273,0.43594,0.87687,0.00145,0.00140,0.00281,0.00260,0.00192,0.00180,0.98378,0.00134,0.00143,0.00148,6,6
0.44817,0.75384,0.38485,0.80881,0.00173,0.00164,0.00304,0.00674,0.00233,0.00268,0.97676,0.00165,0.00170,0.00173,6,6
0.11585,0.27425,0.82869,0.36700,0.00171,0.98398,0.00147,0.00166,0.00138,0.00157,0.00153,0.00142,0.00198,0.00330,1,1
0.49743,0.87632,0.43821,0.88211,0.00142,0.00129,0.00258,0.00243,0.00177,0.00162,0.98490,0.00125,0.00133,0.00141,6,6
0.81088,0.21029,0.10787,0.09562,0.00169,0.00116,0.00183,0.98265,0.00179,0.00483,0.00180,0.00163,0.00136,0.00126,3,3
0.16398,0.28250,0.83401,0.37335,0.00176,0.98363,0.00151,0.00158,0.00142,0.00155,0.00159,0.00147,0.00205,0.00344,1,1
0.24568,0.82857,0.68987,0.53269,0.98863,0.00106,0.00179,0.00128,0.00107,0.00101,0.00100,0.00104,0.00183,0.00129,0,0
0.96458,0.42278,0.80416,0.36738,0.00210,0.00301,0.00156,0.00172,0.00145,0.00155,0.00153,0.00163,0.00214,0.98331,9,9
0.75795,0.57945,0.12406,0.09956,0.00143,0.00141,0.00224,0.01746,0.00226,0.96824,0.00173,0.00245,0.00137,0.00143,5,5
0.56013,0.04538,0.45803,0.41578,0.00155,0.00134,0.00178,0.00210,0.00256,0.00286,0.00140,0.98353,0.00138,0.00152,7,7
0.96509,0.54885,0.81253,0.36257,0.00182,0.00261,0.00131,0.00151,0.00125,0.00129,0.00131,0.00139,0.00192,0.98557,9,9
0.17939,0.58691,0.90427,0.27061,0.00260,0.00154,0.00147,0.00159,0.00126,0.00124,0.00397,0.00118,0.98338,0.00177,8,8
0.74978,0.74556,0.17320,0.13768,0.00105,0.00105,0.00163,0.00434,0.00155,0.98465,0.00121,0.00246,0.00101,0.00106,5,5
0.59498,0.01056,0.46133,0.41541,0.00142,0.00125,0.00163,0.00185,0.00238,0.00263,0.00122,0.98492,0.00123,0.00147,7,7
0.09501,0.45087,0.93232,0.19096,0.00215,0.00137,0.00115,0.00121,0.00101,0.00100,0.00105,0.00100,0.98857,0.00149,8,8
0.45516,0.97635,0.43899,0.87709,0.00144,0.00132,0.00239,0.00246,0.00184,0.00162,0.98494,0.00126,0.00136,0.00138,6,6
