xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0.32263,0.75930,0.96116,0.05443,0.00135,0.00004,0.00133,0.98117,0.00156,0.00899,0.00235,0.00120,0.00070,0.00131,3,3
0.62724,0.26208,0.03401,0.14138,0.00281,0.00246,0.00070,0.00061,0.00182,0.00164,0.00031,0.00001,0.98706,0.00258,8,8
0.29088,0.41910,0.24647,0.31627,0.02229,0.01007,0.88559,0.00699,0.01393,0.01242,0.01021,0.00233,0.03601,0.00017,2,8
0.53979,0.26535,0.04398,0.15040,0.00340,0.00258,0.00126,0.00083,0.00284,0.00222,0.00044,0.00001,0.98412,0.00230,8,0
0.87330,0.33498,0.62202,0.97718,0.00022,0.00166,0.00328,0.00278,0.00164,0.00072,0.98726,0.00016,0.00045,0.00182,6,6
0.87055,0.54324,0.79422,0.69729,0.00176,0.00140,0.01418,0.11622,0.00704,0.00584,0.84583,0.00102,0.00183,0.00487,6,6
0.31357,0.73753,0.93277,0.05940,0.00187,0.00006,0.00150,0.97820,0.00193,0.00950,0.00267,0.00150,0.00093,0.00183,3,1
0.94681,0.40299,0.63248,0.90727,0.00048,0.00191,0.00436,0.00690,0.00320,0.00123,0.97717,0.00031,0.00084,0.00361,6,6
0.30214,0.64929,0.96238,0.08701,0.00201,0.00004,0.00148,0.98259,0.00172,0.00575,0.00312,0.00106,0.00075,0.00148,3,3
0.87614,0.53669,0.78818,0.73289,0.00127,0.00142,0.01211,0.07773,0.00534,0.00468,0.89124,0.00081,0.00139,0.00402,6,1
0.51933,0.55696,0.50894,0.23823,0.01056,0.00084,0.12552,0.38343,0.30124,0.10019,0.03672,0.01921,0.01871,0.00358,3,0
0.51772,0.98198,0.24578,0.45094,0.00280,0.00304,0.00000,0.00122,0.00070,0.00015,0.00151,0.00174,0.00151,0.98733,9,9
0.52053,0.62454,0.76577,0.17355,0.00211,0.00031,0.01089,0.85821,0.02246,0.07442,0.01797,0.00482,0.00510,0.00370,3,5
0.43007,0.10145,0.17281,0.19822,0.00218,0.00173,0.00165,0.00131,0.00338,0.00306,0.00011,0.98386,0.00001,0.00271,7,7
0.65627,0.76197,0.19441,0.41317,0.00779,0.00731,0.00003,0.00259,0.00242,0.00053,0.00305,0.00243,0.00932,0.96453,9,9
0.93648,0.37704,0.61719,0.95300,0.00029,0.00180,0.00329,0.00375,0.00222,0.00089,0.98430,0.00021,0.00060,0.00266,6,8
0.35657,0.69742,0.92493,0.08417,0.00182,0.00008,0.00277,0.97024,0.00235,0.01433,0.00394,0.00193,0.00101,0.00152,3,5
0.34353,0.55207,0.83360,0.09900,0.00686,0.00020,0.00238,0.94869,0.00495,0.01093,0.00411,0.01272,0.00082,0.00834,3,7
0.91993,0.45880,0.52637,0.84422,0.00190,0.00796,0.00410,0.01003,0.00628,0.00228,0.93735,0.00072,0.00461,0.02478,6,8
0.84565,0.21956,0.62110,0.98008,0.00021,0.00150,0.00309,0.00279,0.00177,0.00071,0.98750,0.00015,0.00045,0.00184,6,6
0.49852,0.67215,0.93456,0.30453,0.00216,0.00021,0.00347,0.92895,0.00425,0.01195,0.04079,0.00167,0.00152,0.00502,3,7
0.38900,0.36502,0.41652,0.33217,0.01129,0.00151,0.97080,0.00472,0.00239,0.00200,0.00409,0.00171,0.00147,0.00001,2,0
0.55924,0.55530,0.78949,0.33903,0.01320,0.00068,0.03180,0.81085,0.02092,0.01536,0.09120,0.00393,0.00665,0.00540,3,4
0.72967,0.77135,0.17437,0.48742,0.00597,0.06841,0.00006,0.00130,0.00076,0.00119,0.00566,0.00659,0.00535,0.90470,9,9
0.50322,0.60722,0.75503,0.11615,0.00271,0.00006,0.00373,0.91642,0.03622,0.02288,0.00679,0.00364,0.00334,0.00423,3,5
0.49957,0.55165,0.55874,0.23937,0.14361,0.00226,0.16554,0.50046,0.08184,0.01549,0.03377,0.03372,0.01537,0.00794,3,2
0.77366,0.56553,0.64552,0.45421,0.01000,0.00312,0.01288,0.47949,0.06080,0.03605,0.30799,0.00553,0.02603,0.05811,3,4
0.87233,0.45145,0.55809,0.78738,0.01138,0.00870,0.02829,0.02041,0.00848,0.00163,0.90431,0.00172,0.00449,0.01059,6,0
0.74524,0.63220,0.86914,0.37625,0.00583,0.00072,0.00832,0.84247,0.00749,0.01325,0.10530,0.00334,0.00288,0.01041,3,9
0.82709,0.21437,0.62054,0.98144,0.00021,0.00151,0.00304,0.00276,0.00175,0.00070,0.98758,0.00015,0.00044,0.00186,6,6
0.99317,0.37070,0.64202,0.96825,0.00021,0.00141,0.00288,0.00343,0.00173,0.00074,0.98697,0.00016,0.00044,0.00202,6,6
0.47949,0.56725,0.71711,0.15593,0.00259,0.00140,0.05930,0.66245,0.01717,0.21761,0.02133,0.00799,0.00852,0.00165,3,5
0.35227,0.45746,0.24553,0.53043,0.01008,0.00137,0.42509,0.01359,0.43812,0.01257,0.07860,0.00954,0.01029,0.00075,4,4
0.82765,0.45084,0.57751,0.81152,0.00291,0.00630,0.09769,0.01120,0.00562,0.00292,0.86922,0.00103,0.00208,0.00103,6,5
0.65413,0.66678,0.58295,0.27280,0.01896,0.00336,0.00027,0.22951,0.00768,0.00607,0.01523,0.01246,0.00827,0.69819,9,9
0.24085,0.32476,0.33689,0.36946,0.00437,0.00134,0.98521,0.00131,0.00167,0.00161,0.00251,0.00118,0.00080,0.00000,2,2
0.60686,0.49683,0.28137,0.18640,0.00056,0.00115,0.02338,0.05190,0.33015,0.54417,0.00792,0.01540,0.02199,0.00339,5,4
0.55369,0.84349,0.22739,0.44465,0.00323,0.00357,0.00001,0.00135,0.00090,0.00020,0.00174,0.00155,0.00255,0.98492,9,1
0.65953,0.93989,0.23728,0.44697,0.00307,0.00333,0.00000,0.00130,0.00081,0.00017,0.00160,0.00194,0.00172,0.98606,9,9
0.62271,0.52010,0.51449,0.16551,0.00091,0.00136,0.01992,0.27220,0.09554,0.55931,0.01532,0.01442,0.01558,0.00543,5,5
0.47906,0.80092,0.14276,0.34540,0.00098,0.00002,0.00295,0.00530,0.97677,0.00337,0.00238,0.00385,0.00270,0.00167,4,4
