xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0.56460,0.78772,0.82221,0.93255,0.00123,0.00003,0.00124,0.98331,0.00125,0.00580,0.00300,0.00086,0.00072,0.00255,3,3
0.29096,0.18032,0.05638,0.36479,0.00300,0.00220,0.00082,0.00077,0.00248,0.00161,0.00033,0.00002,0.98648,0.00229,8,8
0.30409,0.18154,0.05239,0.36081,0.00295,0.00213,0.00078,0.00071,0.00231,0.00149,0.00030,0.00002,0.98719,0.00213,8,8
0.41521,0.33156,0.35461,0.42160,0.71729,0.00879,0.02446,0.02460,0.01109,0.00258,0.00303,0.00237,0.18932,0.01647,0,0
0.83319,0.62746,0.77999,0.48038,0.00031,0.00234,0.00331,0.00300,0.00242,0.00081,0.98536,0.00020,0.00051,0.00174,6,6
0.45762,0.50415,0.76551,0.55593,0.00090,0.00317,0.00595,0.01715,0.00575,0.00263,0.95696,0.00069,0.00134,0.00546,6,6
0.80428,0.49375,0.06638,0.50715,0.00167,0.98042,0.00027,0.00005,0.00006,0.00593,0.00287,0.00170,0.00303,0.00400,1,1
0.46041,0.51703,0.79778,0.57418,0.00110,0.00253,0.00726,0.02676,0.00575,0.00286,0.94599,0.00068,0.00145,0.00561,6,6
0.75737,0.79324,0.82661,0.96314,0.00095,0.00002,0.00080,0.98851,0.00083,0.00434,0.00159,0.00063,0.00050,0.00183,3,3
0.74072,0.40678,0.05958,0.55232,0.00513,0.91102,0.00055,0.00035,0.00021,0.00531,0.00607,0.00835,0.00698,0.05602,1,1
0.74365,0.24253,0.45265,0.49200,0.96140,0.00241,0.00754,0.01230,0.00208,0.00053,0.00064,0.00342,0.00651,0.00317,0,0
0.54382,0.17412,0.18095,0.72884,0.00217,0.00375,0.00010,0.00348,0.00020,0.00006,0.00143,0.00324,0.00248,0.98308,9,9
0.64389,0.44032,0.52045,0.69696,0.00020,0.00231,0.00309,0.04270,0.00311,0.94000,0.00147,0.00374,0.00322,0.00017,5,5
0.52032,0.88289,0.35718,0.41856,0.00181,0.00155,0.00172,0.00127,0.00370,0.00328,0.00013,0.98346,0.00002,0.00306,7,7
0.46522,0.16293,0.13795,0.69392,0.00337,0.00495,0.00014,0.00432,0.00036,0.00011,0.00158,0.00228,0.00869,0.97421,9,9
0.36011,0.42621,0.42975,0.42840,0.02275,0.04396,0.02768,0.02697,0.04458,0.01529,0.46128,0.00103,0.31923,0.03722,6,8
0.73944,0.34268,0.45155,0.62136,0.00010,0.00384,0.00248,0.00954,0.00203,0.97273,0.00064,0.00726,0.00128,0.00009,5,5
0.40550,0.79075,0.52407,0.62795,0.01312,0.00298,0.01185,0.15908,0.02186,0.03112,0.00360,0.71565,0.00073,0.04001,7,7
0.40738,0.08678,0.04419,0.36000,0.00237,0.00166,0.00064,0.00061,0.00207,0.00126,0.00024,0.00001,0.98929,0.00184,8,8
0.80132,0.65197,0.77861,0.48100,0.00030,0.00241,0.00324,0.00289,0.00230,0.00081,0.98565,0.00020,0.00050,0.00171,6,6
0.51201,0.82973,0.34327,0.47601,0.00315,0.00219,0.00167,0.00250,0.00357,0.00266,0.00021,0.97358,0.00004,0.01043,7,7
0.43966,0.37396,0.62488,0.22533,0.80785,0.00216,0.16733,0.00553,0.00298,0.00054,0.00157,0.00472,0.00594,0.00137,0,0
0.10833,0.37921,0.33707,0.19344,0.00148,0.00010,0.00225,0.00215,0.97910,0.00287,0.00221,0.00258,0.00695,0.00032,4,4
0.52637,0.18918,0.18494,0.72821,0.00226,0.00386,0.00010,0.00366,0.00021,0.00007,0.00151,0.00333,0.00257,0.98243,9,9
0.14277,0.41595,0.35512,0.22992,0.00128,0.00016,0.00281,0.00321,0.97159,0.00739,0.00284,0.00507,0.00533,0.00031,4,5
0.24965,0.72491,0.82690,0.25816,0.00562,0.00178,0.87744,0.02426,0.00699,0.06049,0.00947,0.00836,0.00521,0.00038,2,2
0.15029,0.19341,0.36556,0.18582,0.00078,0.00004,0.00127,0.00134,0.98861,0.00160,0.00158,0.00246,0.00216,0.00016,4,4
0.71550,0.22820,0.43049,0.40419,0.98413,0.00180,0.00413,0.00215,0.00095,0.00007,0.00045,0.00144,0.00287,0.00201,0,0
0.57761,0.22765,0.16263,0.72284,0.00222,0.00480,0.00009,0.00301,0.00019,0.00007,0.00149,0.00308,0.00279,0.98227,9,9
0.71156,0.67861,0.79108,0.45903,0.00038,0.00261,0.00495,0.00320,0.00256,0.00096,0.98279,0.00024,0.00058,0.00173,6,6
0.45202,0.55135,0.83073,0.63367,0.00162,0.00200,0.00931,0.07660,0.00683,0.00466,0.88873,0.00097,0.00177,0.00750,6,6
0.84854,0.31572,0.43338,0.60780,0.00004,0.00289,0.00146,0.00426,0.00099,0.98648,0.00037,0.00235,0.00113,0.00003,5,5
0.17529,0.40315,0.43760,0.27301,0.00163,0.00006,0.00296,0.00685,0.97249,0.00420,0.00334,0.00401,0.00409,0.00037,4,4
0.63441,0.39045,0.44701,0.56299,0.00021,0.00442,0.00479,0.01349,0.00597,0.95965,0.00149,0.00500,0.00485,0.00014,5,5
0.60767,0.10242,0.17775,0.73504,0.00198,0.00333,0.00008,0.00332,0.00018,0.00006,0.00129,0.00290,0.00234,0.98453,9,9
0.19671,0.83955,0.91228,0.04582,0.00328,0.00023,0.98640,0.00170,0.00150,0.00172,0.00265,0.00151,0.00092,0.00009,2,2
0.07643,0.35839,0.36726,0.19692,0.00105,0.00006,0.00172,0.00179,0.98478,0.00220,0.00207,0.00320,0.00290,0.00023,4,4
0.60907,0.28250,0.13975,0.66997,0.00877,0.04378,0.00037,0.00382,0.00044,0.00045,0.00459,0.00898,0.00810,0.92070,9,1
0.54756,0.14383,0.17531,0.72825,0.00212,0.00373,0.00009,0.00333,0.00019,0.00006,0.00139,0.00308,0.00253,0.98348,9,9
0.79309,0.36799,0.43252,0.59639,0.00007,0.00385,0.00203,0.00547,0.00143,0.98179,0.00054,0.00317,0.00160,0.00005,5,5
0.14695,0.29555,0.36612,0.19078,0.00088,0.00005,0.00143,0.00151,0.98726,0.00183,0.00168,0.00284,0.00234,0.00018,4,4
0.69270,0.62234,0.77473,0.49676,0.00039,0.00265,0.00369,0.00397,0.00243,0.00088,0.98254,0.00025,0.00062,0.00259,6,6
0.89458,0.28578,0.43508,0.61000,0.00003,0.00235,0.00125,0.00367,0.00081,0.98872,0.00029,0.00191,0.00095,0.00002,5,5
0.77677,0.59827,0.77343,0.48066,0.00035,0.00270,0.00357,0.00315,0.00250,0.00092,0.98415,0.00022,0.00056,0.00188,6,6
0.72097,0.12311,0.38868,0.39097,0.98693,0.00147,0.00318,0.00162,0.00079,0.00007,0.00020,0.00148,0.00267,0.00161,0,0
0.56232,0.14556,0.17869,0.73174,0.00206,0.00355,0.00009,0.00333,0.00018,0.00006,0.00135,0.00308,0.00236,0.98394,9,9
0.60136,0.66664,0.75774,0.87813,0.00173,0.00010,0.00247,0.95991,0.00306,0.02222,0.00395,0.00191,0.00186,0.00279,3,3
0.40436,0.20958,0.07558,0.45380,0.00817,0.00839,0.00143,0.00329,0.00404,0.00239,0.00150,0.00015,0.94063,0.03003,8,9
0.60175,0.92656,0.34747,0.41965,0.00137,0.00117,0.00125,0.00095,0.00299,0.00251,0.00009,0.98718,0.00001,0.00249,7,7
